prodcode	productname
48765	Unifine Pentips hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/31gauge (Owen Mumford Ltd)
18195	Hypodermic insulin needles for pre-filled / reusable pen injectors snap on 6mm/31gauge
54891	Saxagliptin 2.5mg / Metformin 1g tablets
20672	INSULIN HUM/ACTRAPID
83262	Trulicity 3mg/0.5ml solution for injection pre-filled pens (Eli Lilly and Company Ltd)
9737	Insulatard innolet 100iu/ml Injection (Novo Nordisk Ltd)
70490	Bilxona 60mg modified-release tablets (Actavis UK Ltd)
36194	Insulin isophane biphasic human 25/75 100units/ml suspension for injection 3ml cartridges
88647	Klinion Soft Fine Plus Pen hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/31gauge (H & R Healthcare Ltd)
65066	Empagliflozin 12.5mg / Metformin 1g tablets
21232	Insulin isophane biphasic human 30/70 100units/ml suspension for injection 10ml vials
24846	Pur-in neutral 100unit/ml Injection (C P Pharmaceuticals Ltd)
85733	Glibenclamide 6mg/ml oral suspension sugar free
47751	TS-A Safety hypodermic U100 insulin syringe sterile single use / single patient use 1ml with 12mm safety needle 0.33mm/29gauge (Minsmed)
86392	NovoPen 6 hypodermic insulin injection pen reusable for 3ml cartridge 1 unit dial up / range 1-60 units Grey (Novo Nordisk Ltd)
93	Metformin 850mg tablets
52748	Insulatard Penfill 100units/ml suspension for injection 3ml cartridges (Waymade Healthcare Plc)
21223	U100 Insulin syringe 0.3ml
8976	Euglucon 2.5mg tablets (Aventis Pharma)
90517	Hypodermic U100 insulin syringe sterile single use / single patient use 0.5ml with 8mm safety needle 0.3mm/30gauge
35462	Januvia 100mg tablets (Merck Sharp & Dohme (UK) Ltd)
37902	Vildagliptin 50mg / Metformin 1g tablets
17809	Humaject m4 100iu/ml M4 pen (Eli Lilly and Company Ltd)
82595	Lantus 100units/ml solution for injection 10ml vials (Waymade Healthcare Plc)
49108	NovoRapid Penfill 100units/ml solution for injection 3ml cartridges (Necessity Supplies Ltd)
79017	Metformin 850mg tablets (Viatris UK Healthcare Ltd)
9578	Unifine Pentips hypodermic insulin needles for pre-filled / reusable pen injectors screw on 12mm/29gauge (Owen Mumford Ltd)
11483	Nateglinide 60mg tablets
74179	NovoRapid FlexPen 100units/ml solution for injection 3ml pre-filled pens (Waymade Healthcare Plc)
28183	Hypurin Porcine Isophane 100units/ml suspension for injection 10ml vials (Wockhardt UK Ltd)
6724	U100 Insulin syringe 0.3ml
79254	Insulin human 500units/ml solution for injection 3ml pre-filled disposable devices
7319	Mixtard 20 Penfill 100units/ml suspension for injection 3ml cartridges (Novo Nordisk Ltd)
34097	Human initard 50/50 100unit/ml Injection (Novo Nordisk Ltd)
41204	Saxagliptin 5mg tablets
85749	Glibenclamide 600micrograms/ml oral suspension sugar free
36774	Prandin 1mg tablets (Novo Nordisk Ltd)
7764	INSULIN NEUSULIN (NEUTRAL)(PURIFIED) 100 I/U INJ
66771	BD Viva hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/31gauge (Becton, Dickinson UK Ltd)
72479	Humulin R KwikPen 500units/ml solution for injection 3ml pre-filled pens (Imported (United States))
11086	B-d u-100 0.5ml Insulin syringe (Becton, Dickinson UK Ltd)
25422	Hypoguard u100 click/count 1ml Insulin syringe (Hypoguard Ltd)
14191	Autopen Junior hypodermic insulin injection pen reusable for 3ml cartridge 2 unit dial up / range 2-42 units (Owen Mumford Ltd)
9341	Insulin biphasic isophane human prb 30:70; 100 units/ml Injection
85635	Microdot Max hypodermic insulin needles for pre-filled / reusable pen injectors screw on 6mm/31gauge (Cambridge Sensors Ltd)
14164	Avandamet 2mg/1000mg tablets (GlaxoSmithKline UK Ltd)
64900	Glidipion 30mg tablets (Actavis UK Ltd)
76164	Humalog 100units/ml solution for injection 3ml cartridges (Sigma Pharmaceuticals Plc)
6138	HumaPen Ergo hypodermic insulin injection pen reusable for 3ml cartridge 1 unit dial up / range 1-60 units Burgundy (Eli Lilly and Company Ltd)
24993	Insuman Comb 25 100units/ml suspension for injection 3ml cartridges (Sanofi)
59475	Nanopass hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/32.5gauge (Terumo UK Ltd)
65344	Empagliflozin 5mg / Metformin 850mg tablets
34742	Metformin 850mg tablets (Teva UK Ltd)
31258	Insulin lispro biphasic 25/75 100units/ml suspension for injection 3ml pre-filled disposable devices
76776	Suliqua 100units/ml / 33micrograms/ml solution for injection 3ml pre-filled SoloStar pens (Sanofi)
91432	Alogliptin 25mg tablets (Takeda UK Ltd)
28096	Insulin isophane biphasic human 50/50 100units/ml suspension for injection 3ml cartridges
1645	INSULIN NOVO ACTRAPID MC 100 I/U INJ
36513	Velosulin cartridge 100unit/ml Injection (Novo Nordisk Ltd)
16129	Insulin soluble human 100units/ml solution for injection 3ml cartridges
5353	Glimepiride 2mg tablets
58754	BD SafetyGlide hypodermic U100 insulin syringe sterile single use / single patient use 1ml with 12mm safety needle 0.33mm/29gauge (Becton, Dickinson UK Ltd)
48139	Pioglitazone 30mg tablets (A A H Pharmaceuticals Ltd)
44480	Insuman Comb 25 100units/ml suspension for injection 3ml pre-filled SoloStar pens (Sanofi)
68675	Glimepiride 4mg tablets (Somex Pharma)
63048	Gliclazide 80mg tablets (Alliance Healthcare (Distribution) Ltd)
5845	Mixtard 30 InnoLet 100units/ml suspension for injection 3ml pre-filled pens (Novo Nordisk Ltd)
70477	Glucient SR 750mg tablets (Consilient Health Ltd)
89317	Semaglutide 0.25mg/0.37ml solution for injection 1.5ml pre-filled disposable devices
34020	Metformin 850mg tablets (IVAX Pharmaceuticals UK Ltd)
55517	Insulin isophane human 100units/ml suspension for injection 10ml vials
6855	Avandamet 2mg/500mg tablets (GlaxoSmithKline UK Ltd)
50633	Lantus 100units/ml solution for injection 3ml cartridges (Necessity Supplies Ltd)
7771	Human protaphane penfill 100 100unit/ml Penfill (Novo Nordisk Ltd)
77101	Neon Verifine hypodermic insulin needles for pre-filled / reusable pen injectors screw on 12mm/29gauge (Neon Diagnostics Ltd)
66008	Synjardy 12.5mg/1000mg tablets (Boehringer Ingelheim Ltd)
64723	Abasaglar KwikPen 100units/ml solution for injection 3ml pre-filled pens (Eli Lilly and Company Ltd)
33167	Insulin biphasic isophane human crb 25:75; 100 units/ml Injection
84958	Pioglitazone 15mg / Metformin 850mg tablets (A A H Pharmaceuticals Ltd)
17336	Novopen 100unit/ml Injection device (Novo Nordisk Ltd)
6781	Autopen Classic hypodermic insulin injection pen reusable for 3ml cartridge 2 unit dial up / range 2-42 units (Owen Mumford Ltd)
54182	Dapagliflozin 10mg tablets
61559	Sukkarto SR 500mg tablets (Morningside Healthcare Ltd)
7231	Mixtard 30 Penfill 100units/ml suspension for injection 3ml cartridges (Novo Nordisk Ltd)
7164	Unifine Pentips hypodermic insulin needles for pre-filled / reusable pen injectors screw on 6mm/31gauge (Owen Mumford Ltd)
4163	Rapitard MC 100unit/ml Injection (Novo Nordisk Ltd)
42395	Humalog Mix25 100units/ml suspension for injection 10ml vials (Eli Lilly and Company Ltd)
56642	Microdot Droplet hypodermic insulin needles for pre-filled / reusable pen injectors screw on 6mm/31gauge (Cambridge Sensors Ltd)
82697	Rybelsus 7mg tablets (Novo Nordisk Ltd)
74391	Humalog Mix50 KwikPen 100units/ml suspension for injection 3ml pre-filled pens (Sigma Pharmaceuticals Plc)
22328	Unifine single use Insulin syringe with 30gauge needle 8mm 0.5ml (Owen Mumford Ltd)
5142	BD Micro-Fine + hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/31gauge (Becton, Dickinson UK Ltd)
38986	Humalog KwikPen 100units/ml solution for injection 3ml pre-filled pens (Eli Lilly and Company Ltd)
6057	Lantus 100iu/ml Injection (Aventis Pharma)
70055	Fiasp Penfill 100units/ml solution for injection 3ml cartridges (Novo Nordisk Ltd)
82174	Semaglutide 3mg tablets
23945	Starlix 60mg tablets (Novartis Pharmaceuticals UK Ltd)
86529	NovoPen Echo Plus hypodermic insulin injection pen reusable for 3ml cartridge 0.5 unit dial up / range 0.5-30 units Blue (Novo Nordisk Ltd)
73252	Yaltormin SR 500mg tablets (Wockhardt UK Ltd)
48056	Gliclazide 80mg tablets (Sovereign Medical Ltd)
18301	INSULIN SOLUBLE INJ I/U^2
19029	SYRINGE PRE-SET INSULIN FOR BLIND 2ML
65562	Pioglitazone 30mg tablets (Alliance Healthcare (Distribution) Ltd)
74071	Humalog Mix25 KwikPen 100units/ml suspension for injection 3ml pre-filled pens (Waymade Healthcare Plc)
36856	Gliclazide 80mg tablets (Sandoz Ltd)
54898	Metformin 850mg tablets (Almus Pharmaceuticals Ltd)
31146	Metsol 500mg/5ml oral solution (Kappin Ltd)
5255	Mixtard 10 penfill 100 100iu/ml Penfill (Novo Nordisk Ltd)
1593	Insulatard penfill 100 100iu/ml Penfill (Novo Nordisk Ltd)
60968	Metformin 500mg modified-release tablets (Actavis UK Ltd)
17580	Avandamet 1mg/500mg tablets (GlaxoSmithKline UK Ltd)
19829	INSULIN NOVO MONOTARD MC
79705	Human Mixtard 40 Penfill 100units/ml suspension for injection 1.5ml cartridges (Novo Nordisk Ltd)
30819	Insuman Comb 15 100units/ml suspension for injection 3ml pre-filled OptiSet pens (Sanofi)
62426	Pioglitazone 30mg tablets (Accord-UK Ltd)
47939	Glucient SR 500mg tablets (Consilient Health Ltd)
55746	Insupen hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/32gauge (Spirit Healthcare Ltd)
86710	Metformin 750mg modified-release tablets (DE Pharmaceuticals)
7765	INSULIN NEUTRAL (HUMAN) 100 I/U INJ
7783	INSULIN ISOPHANE (HUMAN) 100 I/U INJ
11080	Insulin isophane human prb 100iu/ml Injection
15710	Insulin soluble human emp 100unit/ml Injection
10051	Pioglitazone 45mg tablets
21395	Insulin biphasic isophane human pyr 40:60; 100 units/ml Injection
45581	Metabet SR 500mg tablets (Morningside Healthcare Ltd)
11316	NovoNorm 500microgram tablets (Novo Nordisk Ltd)
56495	Lantus 100units/ml solution for injection 3ml pre-filled OptiSet pens (Waymade Healthcare Plc)
9702	BD Micro-Fine + hypodermic U100 insulin syringe sterile single use / single patient use 1ml with 12.7mm needle 0.33mm/29gauge (Becton, Dickinson UK Ltd)
42790	Gliclazide 80mg Tablet (Merck Generics (UK) Ltd)
16389	Myjector hypodermic U100 insulin syringe sterile single use / single patient use 1ml with 12mm needle 0.33mm/29gauge (Terumo UK Ltd)
89527	Insupen Original hypodermic insulin needles for pre-filled / reusable pen injectors screw on 6mm/31gauge (Spirit Healthcare Ltd)
7375	Rosiglitazone 4mg / Metformin 1g tablets
82085	Metformin 500mg tablets (RX Farma)
83456	Acarbose 50mg tablets (A A H Pharmaceuticals Ltd)
86876	GlucoRx Dual-Safe Pen hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/31gauge (GlucoRx Ltd)
87614	Gliclazide 30mg modified-release tablets (A A H Pharmaceuticals Ltd)
10691	INSULIN ISOPHANE (NPH) 100 I/U INJ
31699	ABCare hypodermic U100 insulin syringe glass reusable 1ml (Rand Rocket Ltd)
20671	INSULIN HUM/ACTRAPHANE
11055	Insulin biphasic isophane human pyr 20:80; 100 units/ml Injection
71667	Glimepiride 1mg tablets (Teva UK Ltd)
59243	BD SafetyGlide hypodermic U100 insulin syringe sterile single use / single patient use 0.3ml with 8mm safety needle 0.25mm/31gauge (Becton, Dickinson UK Ltd)
71198	Metformin 500mg tablets (Zanza Specials International Ltd)
22983	Insuman Rapid 100units/ml solution for injection 3ml cartridges (Sanofi)
4715	Humalog mix 25 25/75 100units/ml Injection (Eli Lilly and Company Ltd)
30305	Hypodermic U100 insulin syringe sterile single use / single patient use 0.5ml with not less than 12mm needle 0.3mm/30gauge
29326	Glipizide 5mg tablets (Viatris UK Healthcare Ltd)
5021	NovoRapid Penfill 100units/ml solution for injection 3ml cartridges (Novo Nordisk Ltd)
49502	Glucophage SR 500mg tablets (Mawdsley-Brooks & Company Ltd)
79358	Insulin biphasic isophane porcine 100 units/ml Injection
65694	Metformin 500mg modified-release tablets (Waymade Healthcare Plc)
58884	GlucoRx FinePoint hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/31gauge (GlucoRx Ltd)
50821	Metformin 850mg tablets (Pfizer Ltd)
58995	BD SafetyGlide hypodermic U100 insulin syringe sterile single use / single patient use 0.5ml with 12mm safety needle 0.33mm/29gauge (Becton, Dickinson UK Ltd)
52319	Hypodermic insulin injection pen reusable for 3ml cartridge 1 unit dial up / range 1-80 units
40085	Insulin 2ml syringe
5174	Acarbose 100mg tablets
76777	Suliqua 100units/ml / 50micrograms/ml solution for injection 3ml pre-filled SoloStar pens (Sanofi)
54027	Hypodermic insulin needles for pre-filled / reusable pen injectors snap on 4.5mm/31gauge
68342	Neon Verifine hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/31gauge (Neon Diagnostics Ltd)
63401	Trulicity 0.75mg/0.5ml solution for injection pre-filled pens (Eli Lilly and Company Ltd)
86706	Admelog 100units/ml solution for injection 3ml cartridges (Sanofi)
33087	Metformin 500mg tablets (Accord-UK Ltd)
2929	Mixtard 30 100iu/ml GE injection (Novo Nordisk Ltd)
74507	GreenFine hypodermic insulin needles for pre-filled / reusable pen injectors screw on 6mm/31gauge (Neon Diagnostics Ltd)
53867	Metformin 500mg tablets (Zentiva Pharma UK Ltd)
2928	METFORMIN HCl 850 MG TAB
36355	Insulin human 1mg inhalation powder blisters
89410	Lyumjev Tempo Pen 100units/ml solution for injection 3ml pre-filled pens (Eli Lilly and Company Ltd)
71361	Humulin I 100units/ml suspension for injection 3ml cartridges (Waymade Healthcare Plc)
39203	Eucreas 50mg/850mg tablets (Novartis Pharmaceuticals UK Ltd)
72046	Metformin 500mg tablets (DE Pharmaceuticals)
62098	Hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/32.5gauge
16211	TOLBUTAMIDE 100 MG TAB
5015	NovoFine hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/30gauge (Novo Nordisk Ltd)
83841	Metformin 500mg tablets (Sigma Pharmaceuticals Plc)
56208	Pioglitazone 15mg tablets (A A H Pharmaceuticals Ltd)
24593	Neutral insulin bovine 100unit/ml Injection
73745	HaemoFine hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/32gauge (HTL-STREFA S.A.)
6730	Hypodermic U100 insulin syringe sterile single use / single patient use 1ml with not less than 12mm needle 0.33mm/29gauge
59311	Kendall Magellan hypodermic U100 insulin syringe sterile single use / single patient use 1ml with 12mm safety needle 0.33mm/29gauge (Covidien (UK) Commercial Ltd)
7228	NovoMix 30 FlexPen 100units/ml suspension for injection 3ml pre-filled pens (Novo Nordisk Ltd)
38093	Insulin 1ml pre-set syringe
73511	Yaltormin SR 750mg tablets (Wockhardt UK Ltd)
88860	Trurapi 100units/ml solution for injection 10ml vials (Sanofi)
74020	NovoMix 30 Penfill 100units/ml suspension for injection 3ml cartridges (Mawdsley-Brooks & Company Ltd)
27177	Insulin biphasic lispro human prb 50:50; 100 units/ml Injection
68589	Metformin 1g/5ml oral solution sugar free
87808	Metformin 1g modified-release tablets (A A H Pharmaceuticals Ltd)
25133	Insuman Comb 25 100units/ml suspension for injection 3ml pre-filled OptiSet pens (Sanofi)
7127	BD Micro-Fine + hypodermic U100 insulin syringe sterile single use / single patient use 1ml with 8mm needle 0.3mm/30gauge (Becton, Dickinson UK Ltd)
30209	Actrapid mc 100unit/ml Injection (Arun Products Ltd)
45639	IME-FINE hypodermic insulin needles for pre-filled / reusable pen injectors screw on 6mm/31gauge (Arctic Medical Ltd)
12297	Hypurin bovine neutral 100unit/ml Injection (C P Pharmaceuticals Ltd)
57744	Omnican Fine hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/31gauge (B.Braun Medical Ltd)
65923	Metformin 1g modified-release tablets (Mawdsley-Brooks & Company Ltd)
55711	Metformin 500mg tablets (Alliance Healthcare (Distribution) Ltd)
56008	Gliclazide 80mg tablets (Almus Pharmaceuticals Ltd)
75987	Semaglutide 0.5mg/0.37ml solution for injection 1.5ml pre-filled disposable devices
73684	Unifine Pentips hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/33gauge (Owen Mumford Ltd)
80621	Microdot Dual Safety Pen hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/31gauge (Cambridge Sensors Ltd)
7412	U100 Insulin syringe 0.5ml
5891	Insulatard FlexPen 100units/ml suspension for injection (Novo Nordisk Ltd)
73305	Mylife Penfine Classic hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/31gauge (Ypsomed Ltd)
90375	Sitagliptin 125mg/5ml oral solution sugar free
5621	Glucobay 50mg tablets (Bayer Plc)
83010	Insulin soluble bovine 100units/ml solution for injection 3ml cartridges
15895	Innovo hypodermic insulin injection pen reusable for 3ml cartridge 1 unit dial up / range 1-70 units Orange (Novo Nordisk Ltd)
13416	Insulin biphasic 100 units/ml Injection
60211	Canagliflozin 100mg tablets
67231	NovoRapid FlexPen 100units/ml solution for injection 3ml pre-filled pens (Dowelhurst Ltd)
46716	Trajenta 5mg tablets (Boehringer Ingelheim Ltd)
51527	Metformin 500mg tablets (Boston Healthcare Ltd)
13729	Insulin isophane human emp 100unit/ml Injection
61043	Sukkarto SR 1000mg tablets (Morningside Healthcare Ltd)
82372	Competact 15mg/850mg tablets (DE Pharmaceuticals)
10545	INSULIN HUMULIN M4 CARTRIDGE 100 I/U
62144	Metformin 500mg modified-release tablets (DE Pharmaceuticals)
54150	Jentadueto 2.5mg/850mg tablets (Boehringer Ingelheim Ltd)
42954	Insulin isophane biphasic human 25/75 100units/ml suspension for injection 5ml vials
62562	Insupen hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/33gauge (Spirit Healthcare Ltd)
10546	INSULIN HUMULIN M4 100 I/U INJ
63035	NeedleBay Fine Pen hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/31gauge (Diabetes Care Technology Ltd)
83988	Metformin 1g modified-release tablets (Morningside Healthcare Ltd)
59177	Alogliptin 25mg tablets
55862	Gliclazide Oral solution
58051	Metformin 500mg/5ml oral solution
4760	Humulin i 100unit/ml Injection (Eli Lilly and Company Ltd)
6228	BD Micro-Fine + hypodermic U100 insulin syringe sterile single use / single patient use 0.3ml with 8mm needle 0.3mm/30gauge (Becton, Dickinson UK Ltd)
10572	Insulin soluble bovine 100unit/ml Injection
12244	INSULIN ZINC BOVINE susp 100 I/U INJ
10887	Penmix 40/60 100iu/ml Penfill (Novo Nordisk Ltd)
52203	Enyglid 0.5mg tablets (Krka UK Ltd)
63131	Ziclaseg 30mg modified-release tablets (Lupin Healthcare (UK) Ltd)
87570	Forxiga 10mg tablets (CST Pharma Ltd)
36430	Insulin soluble human 100units/ml solution for injection 3ml pre-filled disposable devices
14290	Insulatard Penfill 100units/ml suspension for injection 3ml cartridges (Novo Nordisk Ltd)
64209	TriCare hypodermic insulin needles for pre-filled / reusable pen injectors screw on 6mm/31gauge (Owen Mumford Ltd)
90226	Jesacrin 1000mg modified-release tablets (Key Pharmaceuticals Ltd)
62172	Empagliflozin 25mg tablets
28708	Malix 2.5mg Tablet (Lagap)
75008	Glibenclamide 2.5mg Tablet (Berk Pharmaceuticals Ltd)
5966	Mylife Clickfine hypodermic insulin needles for pre-filled / reusable pen injectors snap on 8mm/31gauge (Ypsomed Ltd)
2373	INSULIN HUMAN VELOSULIN 100 I/U INJ
39729	Glucophage SR 1000mg tablets (Merck Serono Ltd)
81368	Insulin glargine 300units/ml solution for injection 3ml pre-filled disposable devices
25812	Insulin isophane human 100units/ml suspension for injection 3ml pre-filled disposable devices
67429	Insulin human 100units/ml solution for injection 3.15ml cartridges
59620	Glucophage SR 500mg tablets (Waymade Healthcare Plc)
5620	U100 Insulin syringe 0.3ml
4896	Monoject hypodermic U100 insulin syringe sterile single use / single patient use 1ml with 12mm needle 0.36mm/28gauge (Covidien (UK) Commercial Ltd)
82349	Metformin 850mg tablets (Phoenix Healthcare Distribution Ltd)
19472	Actos 45mg tablets (Neon Healthcare Ltd)
68636	Metformin 850mg/5ml oral solution sugar free
36948	Prandin 0.5mg tablets (Novo Nordisk Ltd)
6981	Novopen Junior hypodermic insulin injection pen reusable for 3ml cartridge 0.5 unit dial up / range 1-35 units Yellow (Novo Nordisk Ltd)
9618	Hypurin Porcine 30/70 Mix 100units/ml suspension for injection 1.5ml cartridges (C P Pharmaceuticals Ltd)
76991	Humalog 100units/ml solution for injection 10ml vials (Waymade Healthcare Plc)
54573	Hypodermic insulin injection pen reusable for 3ml cartridge 1 unit dial up / range 1-21 units
38236	Comfort Point hypodermic U100 insulin syringe sterile single use / single patient use 1ml with 12mm needle 0.33mm/29gauge (GlucoRx Ltd)
73150	Sitagliptin 100mg tablets (Waymade Healthcare Plc)
86725	Admelog 100units/ml solution for injection 3ml pre-filled pens (Sanofi)
58581	GlucoRx FinePoint hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/31gauge (GlucoRx Ltd)
26258	Glucamet 850mg Tablet (Opus Pharmaceuticals Ltd)
90187	Mounjaro KwikPen 10mg/0.6ml solution for injection 2.4ml pre-filled pens (Eli Lilly and Company Ltd)
7048	Metformin 500mg modified-release tablets
6009	Myjector hypodermic U100 insulin syringe sterile single use / single patient use 0.5ml with 12mm needle 0.4mm/27gauge (Terumo UK Ltd)
77059	Pork Actrapid 100units/ml solution for injection 10ml vials (Waymade Healthcare Plc)
82894	PROFine hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/32gauge (Prosum Medical Ltd)
40365	Glimepiride 1mg tablets (Actavis UK Ltd)
50682	Jentadueto 2.5mg/1000mg tablets (Boehringer Ingelheim Ltd)
61780	Insupen hypodermic insulin needles for pre-filled / reusable pen injectors screw on 12mm/29gauge (Spirit Healthcare Ltd)
73673	Metformin 500mg/5ml oral solution sugar free (Sigma Pharmaceuticals Plc)
77794	Toujeo 300units/ml solution for injection 3ml pre-filled DoubleStar pens (Sanofi)
48401	Sitagliptin 50mg tablets
12513	Glibenese 5mg tablets (Pfizer Ltd)
10229	Humulin I Pen 100units/ml suspension for injection 3ml pre-filled pens (Eli Lilly and Company Ltd)
63929	Canagliflozin 50mg / Metformin 1g tablets
59809	Alogliptin 6.25mg tablets
44304	Glyconon 500mg Tablet (DDSA Pharmaceuticals Ltd)
76162	Humulin I 100units/ml suspension for injection 3ml cartridges (Sigma Pharmaceuticals Plc)
23437	Hypodermic insulin needles for pre-filled / reusable pen injectors screw on 12mm/28gauge
4790	Mixtard 50 penfill 100 100iu/ml Penfill (Novo Nordisk Ltd)
57620	Humulin M3 100units/ml suspension for injection 10ml vials (Mawdsley-Brooks & Company Ltd)
6378	Hypodermic U100 insulin syringe sterile single use / single patient use 0.3ml with 8mm needle 0.3mm/30gauge
72052	Metformin 500mg Tablet (Lagap)
51080	Metabet SR 1000mg tablets (Actavis UK Ltd)
66714	Glucoject hypodermic insulin needles for pre-filled / reusable pen injectors screw on 12mm/29gauge (A. Menarini Diagnostics Ltd)
13096	Autopen hypodermic insulin injection pen reusable for 1.5ml cartridge 2 unit dial up / range 2-32 units (Owen Mumford Ltd)
7075	Optipen Pro 1 hypodermic insulin injection pen reusable for 3ml cartridge 1 unit dial up / range 1-60 units (Sanofi)
