"prodcodeid"	"productname"	"formulation"	"route"	"ingredient"	"strength"	"BNFChapter"	"Antidiabetic"	"group"
"5733041000033111"	"Hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/32gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"	"Insulin"
"5733341000033113"	"Hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/31gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"	"Insulin"
"5733441000033119"	"Hypodermic insulin needles for pre-filled / reusable pen injectors screw on 6mm/31gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"	"Insulin"
"5733541000033118"	"Hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/30gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"	"Insulin"
"5733741000033114"	"Hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/31gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"	"Insulin"
"5734041000033114"	"Hypodermic insulin needles for pre-filled / reusable pen injectors snap on 10mm/29gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"	"Insulin"
"5734141000033113"	"Hypodermic insulin needles for pre-filled / reusable pen injectors snap on 12mm/29gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"	"Insulin"
"5734241000033118"	"Hypodermic insulin needles for pre-filled / reusable pen injectors snap on 6mm/31gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"	"Insulin"
"5734341000033111"	"Hypodermic insulin needles for pre-filled / reusable pen injectors snap on 8mm/31gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"	"Insulin"
"5815341000033115"	"Edicil MR 30mg tablets"	"Modified-release tablet"	"Oral"	"Gliclazide"	"30.000mg"	NA	"Gliclazide"	"Sulfonylureas"
"5819941000033118"	"ClikSTAR hypodermic insulin injection pen reusable for 3ml cartridge 1 unit dial up / range 1-80 units"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"	"Insulin"
"5820041000033115"	"ClikSTAR hypodermic insulin injection pen reusable for 3ml cartridge 1 unit dial up / range 1-80 units"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"	"Insulin"
"5869241000033114"	"Gliclazide 40mg/5ml oral suspension"	"Oral suspension"	"Oral"	"Gliclazide"	"8.000mg/1.000ml"	"06010201"	"Gliclazide"	"Sulfonylureas"
"5905141000033111"	"IME-FINE hypodermic insulin needles for pre-filled / reusable pen injectors screw on 6mm/31gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"	"Insulin"
"5905241000033116"	"IME-FINE hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/31gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"	"Insulin"
"5909641000033116"	"Hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/29gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"	"Insulin"
"5910741000033117"	"Humulin M3 KwikPen 100units/ml suspension for injection 3ml pre-filled pens"	"Suspension for injection"	"Subcutaneous/ Intramuscular"	"Insulin"	"70.000unit/1.000ml + 70.000unit/1.000ml + 30.000unit/1.000ml + 30.000unit/1.000ml"	NA	"Insulin"	"Insulin"
"5911541000033119"	"Humulin I KwikPen 100units/ml suspension for injection 3ml pre-filled pens"	"Suspension for injection"	"Subcutaneous/ Intramuscular"	"Insulin"	"100.000unit/1.000ml + 100.000unit/1.000ml"	NA	"Insulin"	"Insulin"
"5968741000033115"	"Glibenclamide 5mg/5ml oral solution"	"Oral solution"	"Oral"	"Glibenclamide"	"1.000mg/1.000ml"	"06010201"	"Glibenclamide"	"Sulfonylureas"
"5968841000033113"	"Glibenclamide 5mg/5ml oral suspension"	"Oral suspension"	"Oral"	"Glibenclamide"	"1.000mg/1.000ml"	"06010201"	"Glibenclamide"	"Sulfonylureas"
"5997041000033115"	"Metformin 500mg/5ml oral solution"	"Oral solution"	"Oral"	"Metformin"	"100.000mg/1.000ml"	"06010202"	"Metformin"	"Metformin"
"6006341000033111"	"NovoTwist hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/32gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"	"Insulin"
"6011841000033112"	"Insuman Comb 25 100units/ml suspension for injection 3ml pre-filled SoloStar pens"	"Suspension for injection"	"Subcutaneous"	"Insulin"	"75.000unit/1.000ml + 75.000unit/1.000ml + 25.000unit/1.000ml + 25.000unit/1.000ml"	NA	"Insulin"	"Insulin"
"6029841000033115"	"Metabet SR 500mg tablets"	"Modified-release tablet"	"Oral"	"Metformin"	"500.000mg"	NA	"Metformin"	"Metformin"
"6123241000033112"	"Saxagliptin 2.5mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Saxagliptin"	"2.500mg"	"06010203"	"Saxagliptin"	"DPP-4is"
"6123341000033119"	"Onglyza 2.5mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Saxagliptin"	"2.500mg"	NA	"Saxagliptin"	"DPP-4is"
"6279741000033117"	"Metabet SR 1000mg tablets"	"Modified-release tablet"	"Oral"	"Metformin"	"1.000gram"	NA	"Metformin"	"Metformin"
"6364241000033114"	"BD AutoShield hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/29gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"	"Insulin"
"6388241000033117"	"Exenatide 2mg powder and solvent for prolonged-release suspension for injection vials"	"Powder and solvent for prolonged-release suspension for inj"	"Subcutaneous"	"Exenatide"	"2.000mg"	"06010203"	"Exenatide"	"GLP-1RAs"
"6388341000033110"	"Bydureon 2mg powder and solvent for prolonged-release suspension for injection vials"	"Powder and solvent for prolonged-release suspension for inj"	"Subcutaneous"	"Exenatide"	"2.000mg"	NA	"Exenatide"	"GLP-1RAs"
"6389641000033111"	"Insuman Basal 100units/ml suspension for injection 3ml pre-filled SoloStar pens"	"Suspension for injection"	"Subcutaneous"	"Insulin"	"100.000unit/1.000ml + 100.000unit/1.000ml"	NA	"Insulin"	"Insulin"
"6391041000033117"	"Glucient SR 500mg tablets"	"Modified-release tablet"	"Oral"	"Metformin"	"500.000mg"	NA	"Metformin"	"Metformin"
"6391141000033118"	"Enyglid 0.5mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Repaglinide"	"500.000microgram"	NA	"Repaglinide"	"Other"
"6391341000033115"	"Enyglid 2mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Repaglinide"	"2.000mg"	NA	"Repaglinide"	"Other"
"6444041000033117"	"Linagliptin 5mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Linagliptin"	"5.000mg"	"06010203"	"Linagliptin"	"DPP-4is"
"6444141000033118"	"Trajenta 5mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Linagliptin"	"5.000mg"	NA	"Linagliptin"	"DPP-4is"
"6448141000033113"	"Mylife Clickfine AutoProtect hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/29gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"	"Insulin"
"6456441000033119"	"NovoRapid FlexTouch 100units/ml solution for injection 3ml pre-filled pens"	"Solution for injection"	"Subcutaneous"	"Insulin"	"100.000unit/1.000ml + 100.000unit/1.000ml"	NA	"Insulin"	"Insulin"
"6463141000033112"	"Mylife Clickfine hypodermic insulin needles for pre-filled / reusable pen injectors snap on 4.5mm/31gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"	"Insulin"
"6490641000033114"	"Comfort Point  Needles for insulin pens  4 mm/31 gauge"	NA	NA	"Insulin"	NA	NA	"Insulin"	"Insulin"
"6490741000033117"	"Omnican Fine hypodermic insulin needles for pre-filled / reusable pen injectors screw on 6mm/31gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"	"Insulin"
"6490841000033110"	"Omnican Fine hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/31gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"	"Insulin"
"6490941000033119"	"Omnican Fine hypodermic insulin needles for pre-filled / reusable pen injectors screw on 10mm/30gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"	"Insulin"
"6491041000033112"	"Omnican Fine hypodermic insulin needles for pre-filled / reusable pen injectors screw on 12mm/29gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"	"Insulin"
"6518241000033118"	"BD AutoShield Duo hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/30gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"	"Insulin"
"6519641000033112"	"NovoPen Echo hypodermic insulin injection pen reusable for 3ml cartridge 0.5 unit dial up / range 0.5-30 units"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"	"Insulin"
"6519741000033115"	"NovoPen Echo hypodermic insulin injection pen reusable for 3ml cartridge 0.5 unit dial up / range 0.5-30 units"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"	"Insulin"
"6526041000033117"	"Glizofar 30mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Pioglitazone"	"30.000mg"	NA	"Pioglitazone"	"Other"
"6535141000033111"	"Unifine Pentips hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/31gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"	"Insulin"
"6535241000033116"	"Unifine Pentips Plus hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/31gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"	"Insulin"
"6535341000033114"	"Unifine Pentips Plus hypodermic insulin needles for pre-filled / reusable pen injectors screw on 6mm/31gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"	"Insulin"
"6535541000033119"	"Unifine Pentips Plus hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/31gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"	"Insulin"
"6535641000033118"	"Unifine Pentips Plus hypodermic insulin needles for pre-filled / reusable pen injectors screw on 12mm/29gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"	"Insulin"
"7684841000033117"	"Clickfine  Needles for insulin pens  6 mm/31 gauge"	NA	NA	"Insulin"	NA	NA	"Insulin"	"Insulin"
"7684941000033113"	"Clickfine  Needles for insulin pens  8 mm/31 gauge"	NA	NA	"Insulin"	NA	NA	"Insulin"	"Insulin"
"7685041000033113"	"Clickfine  Needles for insulin pens  10 mm/29 gauge"	NA	NA	"Insulin"	NA	NA	"Insulin"	"Insulin"
"7685141000033112"	"Clickfine  Needles for insulin pens  12 mm/29 gauge"	NA	NA	"Insulin"	NA	NA	"Insulin"	"Insulin"
"7687241000033110"	"Sitagliptin 50mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Sitagliptin"	"50.000mg"	"06010203"	"Sitagliptin"	"DPP-4is"
"7687341000033117"	"Januvia 50mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Sitagliptin"	"50.000mg"	NA	"Sitagliptin"	"DPP-4is"
"7687441000033111"	"Sitagliptin 25mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Sitagliptin"	"25.000mg"	"06010203"	"Sitagliptin"	"DPP-4is"
"7687541000033112"	"Januvia 25mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Sitagliptin"	"25.000mg"	NA	"Sitagliptin"	"DPP-4is"
"7874941000033110"	"Diagemet XL 500mg tablets"	"Modified-release tablet"	"Oral"	"Metformin"	"500.000mg"	NA	"Metformin"	"Metformin"
"8052741000033110"	"Droplet hypodermic insulin needles for pre-filled / reusable pen injectors screw on 10mm/29gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"	"Insulin"
"8056341000033110"	"Mylife Clickfine hypodermic insulin needles for pre-filled / reusable pen injectors snap on 6mm/31gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"	"Insulin"
"8056441000033116"	"Mylife Clickfine hypodermic insulin needles for pre-filled / reusable pen injectors snap on 8mm/31gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"	"Insulin"
"8056541000033115"	"Mylife Clickfine hypodermic insulin needles for pre-filled / reusable pen injectors snap on 10mm/29gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"	"Insulin"
"8056641000033119"	"Mylife Clickfine hypodermic insulin needles for pre-filled / reusable pen injectors snap on 12mm/29gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"	"Insulin"
"8115741000033119"	"Linagliptin 2.5mg / Metformin 1g tablets"	"Tablet/ Oral Tablet"	"Oral"	"Linagliptin/Metformin"	"2.500mg + 1000.000mg"	"06010203"	"Linagliptin/Metformin"	"DPP-4is, Metformin"
"8115841000033112"	"Linagliptin 2.5mg / Metformin 850mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Linagliptin/Metformin"	"2.500mg + 850.000mg"	"06010203"	"Linagliptin/Metformin"	"DPP-4is, Metformin"
"8115941000033116"	"Jentadueto 2.5mg/1000mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Linagliptin/Metformin"	"2.500mg + 1000.000mg"	NA	"Linagliptin/Metformin"	"DPP-4is, Metformin"
"8116041000033114"	"Jentadueto 2.5mg/850mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Linagliptin/Metformin"	"2.500mg + 850.000mg"	NA	"Linagliptin/Metformin"	"DPP-4is, Metformin"
"8125241000033119"	"Glimepiride 6mg/5ml oral suspension"	"Oral suspension"	"Oral"	"Glimepiride"	"1.200mg/1.000ml"	"06010201"	"Glimepiride"	"Sulfonylureas"
"8199341000033118"	"Dapagliflozin 5mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Dapagliflozin"	"5.000mg"	"06010203"	"Dapagliflozin"	"SGLT-2is"
"8199441000033112"	"Dapagliflozin 10mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Dapagliflozin"	"10.000mg"	"06010203"	"Dapagliflozin"	"SGLT-2is"
"8199541000033113"	"Forxiga 5mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Dapagliflozin"	"5.000mg"	NA	"Dapagliflozin"	"SGLT-2is"
"8199641000033114"	"Forxiga 10mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Dapagliflozin"	"10.000mg"	NA	"Dapagliflozin"	"SGLT-2is"
"8241541000033119"	"Microdot Droplet hypodermic insulin needles for pre-filled / reusable pen injectors screw on 6mm/31gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"	"Insulin"
"8241641000033118"	"Microdot Droplet hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/31gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"	"Insulin"
"8242541000033112"	"Saxagliptin 2.5mg / Metformin 850mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Saxagliptin/Metformin"	"850.000mg + 2.500mg"	"06010203"	"Saxagliptin/Metformin"	"DPP-4is, Metformin"
"8242641000033113"	"Saxagliptin 2.5mg / Metformin 1g tablets"	"Tablet/ Oral Tablet"	"Oral"	"Saxagliptin/Metformin"	"1.000gram + 2.500mg"	"06010203"	"Saxagliptin/Metformin"	"DPP-4is, Metformin"
"8242741000033116"	"Komboglyze 2.5mg/850mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Saxagliptin/Metformin"	"850.000mg + 2.500mg"	NA	"Saxagliptin/Metformin"	"DPP-4is, Metformin"
"8242841000033114"	"Komboglyze 2.5mg/1000mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Saxagliptin/Metformin"	"1.000gram + 2.500mg"	NA	"Saxagliptin/Metformin"	"DPP-4is, Metformin"
"8243941000033112"	"Insupen hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/32gauge"	"Suppository"	"Rectal"	"Insulin"	NA	NA	"Insulin"	"Insulin"
"8244041000033114"	"Insupen hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/31gauge"	"Suppository"	"Rectal"	"Insulin"	NA	NA	"Insulin"	"Insulin"
"8244241000033118"	"Insupen hypodermic insulin needles for pre-filled / reusable pen injectors screw on 6mm/31gauge"	"Suppository"	"Rectal"	"Insulin"	NA	NA	"Insulin"	"Insulin"
"8244341000033111"	"Insupen hypodermic insulin needles for pre-filled / reusable pen injectors screw on 6mm/32gauge"	"Suppository"	"Rectal"	"Insulin"	NA	NA	"Insulin"	"Insulin"
"8244441000033117"	"Insupen hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/31gauge"	"Suppository"	"Rectal"	"Insulin"	NA	NA	"Insulin"	"Insulin"
"8244541000033116"	"Insupen hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/32gauge"	"Suppository"	"Rectal"	"Insulin"	NA	NA	"Insulin"	"Insulin"
"8244641000033115"	"Insupen hypodermic insulin needles for pre-filled / reusable pen injectors screw on 12mm/29gauge"	"Suppository"	"Rectal"	"Insulin"	NA	NA	"Insulin"	"Insulin"
"8263941000033117"	"Insulin degludec 100units/ml solution for injection 3ml pre-filled disposable devices"	"Solution for injection"	"Subcutaneous"	"Insulin"	"100.000unit/1.000ml + 100.000unit/1.000ml"	"06010102"	"Insulin"	"Insulin"
"8264041000033115"	"Insulin degludec 200units/ml solution for injection 3ml pre-filled disposable devices"	"Solution for injection"	"Subcutaneous"	"Insulin"	"200.000unit/1.000ml + 200.000unit/1.000ml"	"06010102"	"Insulin"	"Insulin"
"8264141000033116"	"Tresiba FlexTouch 100units/ml solution for injection 3ml pre-filled pens"	"Solution for injection"	"Subcutaneous"	"Insulin"	"100.000unit/1.000ml + 100.000unit/1.000ml"	NA	"Insulin"	"Insulin"
"8264241000033111"	"Tresiba FlexTouch 200units/ml solution for injection 3ml pre-filled pens"	"Solution for injection"	"Subcutaneous"	"Insulin"	"200.000unit/1.000ml + 200.000unit/1.000ml"	NA	"Insulin"	"Insulin"
"8264341000033118"	"Insulin degludec 100units/ml solution for injection 3ml cartridges"	"Solution for injection"	"Subcutaneous"	"Insulin"	"100.000unit/1.000ml + 100.000unit/1.000ml"	"06010102"	"Insulin"	"Insulin"
"8264441000033112"	"Tresiba Penfill 100units/ml solution for injection 3ml cartridges"	"Solution for injection"	"Subcutaneous"	"Insulin"	"100.000unit/1.000ml + 100.000unit/1.000ml"	NA	"Insulin"	"Insulin"
"8267341000033110"	"Lixisenatide 10micrograms/0.2ml solution for injection 3ml pre-filled disposable devices"	"Solution for injection"	"Subcutaneous"	"Lixisenatide"	"50.000microgram/1.000ml"	"06010203"	"Lixisenatide"	"GLP-1RAs"
"8267441000033116"	"Lixisenatide 20micrograms/0.2ml solution for injection 3ml pre-filled disposable devices"	"Solution for injection"	"Subcutaneous"	"Lixisenatide"	"100.000microgram/1.000ml"	"06010203"	"Lixisenatide"	"GLP-1RAs"
"8267541000033115"	"Lyxumia 10micrograms/0.2ml solution for injection 3ml pre-filled pens"	"Solution for injection"	"Subcutaneous"	"Lixisenatide"	"50.000microgram/1.000ml"	NA	"Lixisenatide"	"GLP-1RAs"
"8267641000033119"	"Lyxumia 20micrograms/0.2ml solution for injection 3ml pre-filled pens"	"Solution for injection"	"Subcutaneous"	"Lixisenatide"	"100.000microgram/1.000ml"	NA	"Lixisenatide"	"GLP-1RAs"
"8268441000033115"	"Lixisenatide 10micrograms/0.2ml solution for injection 3ml pre-filled disposable devices and Lixisenatide 20micrograms/0.2ml solution for injection 3ml pre-filled disposable devices"	"Not applicable"	"Route of administration not applicable"	"Lixisenatide"	NA	"06010203"	"Lixisenatide"	"GLP-1RAs"
"8268641000033118"	"Lyxumia 10micrograms/20micrograms treatment initiation pack"	"Not applicable"	NA	"Lixisenatide"	NA	NA	"Lixisenatide"	"GLP-1RAs"
"8280641000033118"	"Kendall Magellan hypodermic U100 insulin syringe sterile single use / single patient use 0.3ml with 8mm safety needle 0.33mm/29gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"	"Insulin"
"8280841000033117"	"Kendall Magellan hypodermic U100 insulin syringe sterile single use / single patient use 0.3ml with 8mm safety needle 0.3mm/30gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"	"Insulin"
"8281141000033116"	"Kendall Magellan hypodermic U100 insulin syringe sterile single use / single patient use 0.5ml with 8mm safety needle 0.33mm/29gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"	"Insulin"
"8281241000033111"	"Kendall Magellan hypodermic U100 insulin syringe sterile single use / single patient use 0.5ml with 8mm safety needle 0.3mm/30gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"	"Insulin"
"8281341000033118"	"Kendall Magellan hypodermic U100 insulin syringe sterile single use / single patient use 1ml with 8mm safety needle 0.33mm/29gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"	"Insulin"
"8281441000033112"	"Kendall Magellan hypodermic U100 insulin syringe sterile single use / single patient use 1ml with 8mm safety needle 0.3mm/30gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"	"Insulin"
"8281541000033113"	"Kendall Magellan hypodermic U100 insulin syringe sterile single use / single patient use 0.3ml with 12mm safety needle 0.33mm/29gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"	"Insulin"
"8281641000033114"	"Kendall Magellan hypodermic U100 insulin syringe sterile single use / single patient use 0.3ml with 12mm safety needle 0.3mm/30gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"	"Insulin"
"8281741000033117"	"Kendall Magellan hypodermic U100 insulin syringe sterile single use / single patient use 0.5ml with 12mm safety needle 0.33mm/29gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"	"Insulin"
"8281841000033110"	"Kendall Magellan hypodermic U100 insulin syringe sterile single use / single patient use 0.5ml with 12mm safety needle 0.3mm/30gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"	"Insulin"
"8281941000033119"	"Kendall Magellan hypodermic U100 insulin syringe sterile single use / single patient use 1ml with 12mm safety needle 0.33mm/29gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"	"Insulin"
"8282041000033113"	"Kendall Magellan hypodermic U100 insulin syringe sterile single use / single patient use 1ml with 12mm safety needle 0.3mm/30gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"	"Insulin"
"8298141000033113"	"Gliclazide 60mg modified-release tablets"	"Modified-release tablet"	"Oral"	"Gliclazide"	"60.000mg"	"06010201"	"Gliclazide"	"Sulfonylureas"
"8298241000033118"	"Laaglyda MR 60mg tablets"	"Modified-release tablet"	"Oral"	"Gliclazide"	"60.000mg"	NA	"Gliclazide"	"Sulfonylureas"
"8318141000033117"	"HumaPen Savvio hypodermic insulin injection pen reusable for 3ml cartridge 1 unit dial up / range 1-60 units"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"	"Insulin"
"8318241000033112"	"HumaPen Savvio hypodermic insulin injection pen reusable for 3ml cartridge 1 unit dial up / range 1-60 units"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"	"Insulin"
"8318341000033119"	"HumaPen Savvio hypodermic insulin injection pen reusable for 3ml cartridge 1 unit dial up / range 1-60 units"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"	"Insulin"
"8318441000033113"	"HumaPen Savvio hypodermic insulin injection pen reusable for 3ml cartridge 1 unit dial up / range 1-60 units"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"	"Insulin"
"8318541000033114"	"HumaPen Savvio hypodermic insulin injection pen reusable for 3ml cartridge 1 unit dial up / range 1-60 units"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"	"Insulin"
"8318641000033110"	"HumaPen Savvio hypodermic insulin injection pen reusable for 3ml cartridge 1 unit dial up / range 1-60 units"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"	"Insulin"
"8348941000033113"	"Bolamyn SR 1000mg tablets"	"Modified-release tablet"	"Oral"	"Metformin"	"1.000gram"	NA	"Metformin"	"Metformin"
"8494141000033119"	"BD Micro-Fine Ultra hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/32gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"	"Insulin"
"8495341000033115"	"Hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/29gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"	"Insulin"
"8495441000033114"	"Hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/31gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"	"Insulin"
"8495541000033110"	"Hypodermic insulin needles for pre-filled / reusable pen injectors screw on 6mm/32gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"	"Insulin"
"8495641000033111"	"Hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/32gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"	"Insulin"
"8495741000033119"	"Hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/32gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"	"Insulin"
"8495841000033112"	"Hypodermic insulin needles for pre-filled / reusable pen injectors screw on 10mm/30gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"	"Insulin"
"8535941000033119"	"Hypodermic insulin needles for pre-filled / reusable pen injectors snap on 4.5mm/31gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"	"Insulin"
"8538641000033119"	"Omnican Fine hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/31gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"	"Insulin"
"8586041000033117"	"Unifine Pentips hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/32gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"	"Insulin"
"8586341000033115"	"Hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/32.5gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"	"Insulin"
"8586441000033114"	"Hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/32.5gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"	"Insulin"
"8586541000033110"	"Nanopass hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/32.5gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"	"Insulin"
"8586641000033111"	"Nanopass hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/32.5gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"	"Insulin"
"8622241000033111"	"GlucoRx FinePoint hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/31gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"	"Insulin"
