"prodcode"	"productname"	"formulation"	"route"	"ingredient"	"strength"	"bnftext"	"Antidiabetic"	"group"
"49052"	"Unifine Pentips Plus hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/31gauge (Owen Mumford Ltd)"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	"Needle For Pre-Filled And Reusable Pen Injector"	"Insulin"	"Insulin"
"48765"	"Unifine Pentips hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/31gauge (Owen Mumford Ltd)"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	"Reusable Pens"	"Insulin"	"Insulin"
"18195"	"Hypodermic insulin needles for pre-filled / reusable pen injectors snap on 6mm/31gauge"	"Hypodermic Needle"	NA	"Insulin"	"6mm/31gauge"	"Needle For Pre-Filled And Reusable Pen Injector-Snap On"	"Insulin"	"Insulin"
"54891"	"Saxagliptin 2.5mg / Metformin 1g tablets"	"Oral tablet"	"Oral"	"Saxagliptin/Metformin"	"1gram + 2.5mg"	"Gliptins Plus Metformin"	"Saxagliptin/Metformin"	"DPP-4is, Metformin"
"20672"	"INSULIN HUM/ACTRAPID"	NA	NA	"Insulin"	NA	"Unknown"	"Insulin"	"Insulin"
"83262"	"Trulicity 3mg/0.5ml solution for injection pre-filled pens (Eli Lilly and Company Ltd)"	"Solution for injection"	"Subcutaneous"	"Dulaglutide"	"6mg/1ml"	"Glucagon-Like Peptide-1 Receptor Agonists ( GLP-1 Receptor Agonists, Incretin Mimetics)"	"Dulaglutide"	"GLP-1RAs"
"9737"	"Insulatard innolet 100iu/ml Injection (Novo Nordisk Ltd)"	"Suspension for injection"	"Subcutaneous"	"Insulin"	"100unit/1ml"	"Intermediate- And Long-Acting Insulins"	"Insulin"	"Insulin"
"70490"	"Bilxona 60mg modified-release tablets (Actavis UK Ltd)"	"Modified-release tablet"	"Oral"	"Gliclazide"	"60mg"	"Sulphonylureas"	"Gliclazide"	"Sulfonylureas"
"36194"	"Insulin isophane biphasic human 25/75 100units/ml suspension for injection 3ml cartridges"	"Suspension for injection"	"Subcutaneous"	"Insulin"	"25unit/1ml + 75unit/1ml"	"Biphasic Insulins"	"Insulin"	"Insulin"
"88647"	"Klinion Soft Fine Plus Pen hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/31gauge (Mediq Healthcare UK Ltd)"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	"Needle For Pre-Filled And Reusable Pen Injector"	"Insulin"	"Insulin"
"65066"	"Empagliflozin 12.5mg / Metformin 1g tablets"	"Oral tablet"	"Oral"	"Empagliflozin/Metformin"	"12.5mg + 1gram"	"Gliflozins Plus Metformin"	"Empagliflozin/Metformin"	"SGLT-2is, Metformin"
"21232"	"Insulin isophane biphasic human 30/70 100units/ml suspension for injection 10ml vials"	"Suspension for injection"	"Subcutaneous"	"Insulin"	"30unit/1ml + 70unit/1ml"	"Biphasic Insulins"	"Insulin"	"Insulin"
"24846"	"Pur-in neutral 100unit/ml Injection (C P Pharmaceuticals Ltd)"	"Injection"	"Intramuscular"	"Insulin"	"100unit/ml"	"Short-Acting Insulins/Diabetic Ketoacidosis"	"Insulin"	"Insulin"
"85733"	"Glibenclamide 6mg/ml oral suspension sugar free"	"Oral suspension"	"Oral"	"Glibenclamide"	"6mg/1ml"	"Sulphonylureas"	"Glibenclamide"	"Sulfonylureas"
"47751"	"TS-A Safety hypodermic U100 insulin syringe sterile single use / single patient use 1ml with 12mm safety needle 0.33mm/29gauge (Minsmed)"	"Insulin Syringe With 12Mm Needle(29G)"	NA	"Insulin"	"1ml"	"U100 Insulin Syringe With Needle Sterile Single-Use Or Single Patient Use"	"Insulin"	"Insulin"
"86392"	"NovoPen 6 hypodermic insulin injection pen reusable for 3ml cartridge 1 unit dial up / range 1-60 units Grey (Novo Nordisk Ltd)"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	"Reusable Pens"	"Insulin"	"Insulin"
"93"	"Metformin 850mg tablets"	"Oral tablet"	"Oral"	"Metformin"	"850mg"	"Biguanides (Metformin)"	"Metformin"	"Metformin"
"52748"	"Insulatard Penfill 100units/ml suspension for injection 3ml cartridges (Waymade Healthcare Plc)"	"Suspension for injection"	"Subcutaneous"	"Insulin"	"100unit/1ml"	"Intermediate- And Long-Acting Insulins"	"Insulin"	"Insulin"
"21223"	"U100 Insulin syringe 0.3ml"	"Insulin Syringe"	NA	"Insulin"	"0.3ml"	"Diabetic Hypodermic Equipment"	"Insulin"	"Insulin"
"8976"	"Euglucon 2.5mg tablets (Aventis Pharma)"	"Oral tablet"	"Oral"	"Glibenclamide"	"2.5mg"	"Sulphonylureas"	"Glibenclamide"	"Sulfonylureas"
"90517"	"Hypodermic U100 insulin syringe sterile single use / single patient use 0.5ml with 8mm safety needle 0.3mm/30gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	"U100 Insulin Syringe With Needle Sterile Single-Use Or Single Patient Use"	"Insulin"	"Insulin"
"35462"	"Januvia 100mg tablets (Merck Sharp & Dohme (UK) Ltd)"	"Oral tablet"	"Oral"	"Sitagliptin"	"100mg"	"Dipeptidyl Peptidase 4 Inhibitors (DPP 4 Inhibitors, Gliptins)"	"Sitagliptin"	"DPP-4is"
"92044"	"Glimepiride 3mg tablets (A A H Pharmaceuticals Ltd)"	"Oral tablet"	"Oral"	"Glimepiride"	"3mg"	"Sulphonylureas"	"Glimepiride"	"Sulfonylureas"
"37902"	"Vildagliptin 50mg / Metformin 1g tablets"	"Oral tablet"	"Oral"	"Vildagliptin/Metformin"	"1gram + 50mg"	"Gliptins Plus Metformin"	"Vildagliptin/Metformin"	"DPP-4is, Metformin"
"17809"	"Humaject m4 100iu/ml M4 pen (Eli Lilly and Company Ltd)"	"M4 Pen"	"Subcutaneous Injection"	"Insulin"	"100iu/ml"	"Intermediate- And Long-Acting Insulins"	"Insulin"	"Insulin"
"49108"	"NovoRapid Penfill 100units/ml solution for injection 3ml cartridges (Necessity Supplies Ltd)"	"Solution for injection"	"Subcutaneous"	"Insulin"	"100unit/1ml"	"Short-Acting Insulins"	"Insulin"	"Insulin"
"79017"	"Metformin 850mg tablets (Viatris UK Healthcare Ltd)"	"Oral tablet"	"Oral"	"Metformin"	"850mg"	"Biguanides (Metformin)"	"Metformin"	"Metformin"
"6724"	"U100 Insulin syringe 0.3ml"	"Insulin Syringe"	NA	"Insulin"	"0.3ml"	"Diabetic Hypodermic Equipment"	"Insulin"	"Insulin"
"9578"	"Unifine Pentips hypodermic insulin needles for pre-filled / reusable pen injectors screw on 12mm/29gauge (Owen Mumford Ltd)"	"Pen Needle"	NA	"Insulin"	"12mm/29gauge"	"Needle For Pre-Filled And Reusable Pen Injector"	"Insulin"	"Insulin"
"11483"	"Nateglinide 60mg tablets"	"Oral tablet"	"Oral"	"Nateglinide"	"60mg"	"Meglitinides (Glinides)"	"Nateglinide"	"Other"
"74179"	"NovoRapid FlexPen 100units/ml solution for injection 3ml pre-filled pens (Waymade Healthcare Plc)"	"Solution for injection"	"Subcutaneous"	"Insulin"	"100unit/1ml"	"Short-Acting Insulins"	"Insulin"	"Insulin"
"28183"	"Hypurin Porcine Isophane 100units/ml suspension for injection 10ml vials (C P Pharmaceuticals Ltd)"	"Suspension for injection"	"Intramuscular/Subcutaneous"	"Insulin"	"100unit/1ml"	"Intermediate- And Long-Acting Insulins"	"Insulin"	"Insulin"
"79254"	"Insulin human 500units/ml solution for injection 3ml pre-filled disposable devices"	"Solution for injection"	"Subcutaneous"	"Insulin"	"500unit/1ml"	"Insulins"	"Insulin"	"Insulin"
"7319"	"Mixtard 20 Penfill 100units/ml suspension for injection 3ml cartridges (Novo Nordisk Ltd)"	"Suspension for injection"	"Subcutaneous"	"Insulin"	"20unit/1ml + 80unit/1ml"	"Unknown"	"Insulin"	"Insulin"
"34097"	"Human initard 50/50 100unit/ml Injection (Novo Nordisk Ltd)"	"Injection"	"Intramuscular"	"Insulin"	"100unit/ml"	"Intermediate- And Long-Acting Insulins"	"Insulin"	"Insulin"
"85749"	"Glibenclamide 600micrograms/ml oral suspension sugar free"	"Oral suspension"	"Oral"	"Glibenclamide"	"600microgram/1ml"	"Sulphonylureas"	"Glibenclamide"	"Sulfonylureas"
"36774"	"Prandin 1mg tablets (Novo Nordisk Ltd)"	"Oral tablet"	"Oral"	"Repaglinide"	"1mg"	"Meglitinides (Glinides)"	"Repaglinide"	"Other"
"7764"	"INSULIN NEUSULIN (NEUTRAL)(PURIFIED) 100 I/U INJ"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	"Unknown"	"Insulin"	"Insulin"
"66771"	"BD Viva hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/31gauge (Becton, Dickinson UK Ltd)"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	"Needle For Pre-Filled And Reusable Pen Injector"	"Insulin"	"Insulin"
"43489"	"BD Micro-Fine Ultra hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/32gauge (Becton, Dickinson UK Ltd)"	"Pen Needle"	NA	"Insulin"	"4mm/32 gauge"	"Needle For Pre-Filled And Reusable Pen Injector"	"Insulin"	"Insulin"
"72479"	"Humulin R KwikPen 500units/ml solution for injection 3ml pre-filled pens (Imported (United States))"	"Solution for injection"	"Subcutaneous"	"Insulin"	"500unit/1ml"	"Insulins"	"Insulin"	"Insulin"
"11086"	"B-d u-100 0.5ml Insulin syringe (Becton, Dickinson UK Ltd)"	"Insulin Syringe"	NA	"Insulin"	"0.5ml"	"Diabetic Hypodermic Equipment"	"Insulin"	"Insulin"
"25422"	"Hypoguard u100 click/count 1ml Insulin syringe (Hypoguard Ltd)"	"Insulin Syringe"	NA	"Insulin"	"1ml"	"Diabetic Hypodermic Equipment"	"Insulin"	"Insulin"
"14191"	"Autopen Junior hypodermic insulin injection pen reusable for 3ml cartridge 2 unit dial up / range 2-42 units (Owen Mumford Ltd)"	"Insulin Pen"	NA	"Insulin"	"3ml/2-42 units"	"Reusable Pens"	"Insulin"	"Insulin"
"9341"	"Insulin biphasic isophane human prb 30:70; 100 units/ml Injection"	"Injection"	"Intramuscular"	"Insulin"	"30:70; 100 units/ml"	"Intermediate- And Long-Acting Insulins"	"Insulin"	"Insulin"
"85635"	"Microdot Max hypodermic insulin needles for pre-filled / reusable pen injectors screw on 6mm/31gauge (Cambridge Sensors Ltd)"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	"Needle For Pre-Filled And Reusable Pen Injector"	"Insulin"	"Insulin"
"14164"	"Avandamet 2mg/1000mg tablets (GlaxoSmithKline UK Ltd)"	"Oral tablet"	"Oral"	"Metformin/Rosiglitazone"	"1gram + 2mg"	"Unknown"	"Metformin/Rosiglitazone"	"Metformin, Other"
"69885"	"Pioglitazone 30mg tablets (Krka UK Ltd)"	"Oral tablet"	"Oral"	"Pioglitazone"	"30mg"	"Thiazolidinedione (Glitazones)"	"Pioglitazone"	"Other"
"64900"	"Glidipion 30mg tablets (Actavis UK Ltd)"	"Oral tablet"	"Oral"	"Pioglitazone"	"30mg"	"Thiazolidinedione (Glitazones)"	"Pioglitazone"	"Other"
"76164"	"Humalog 100units/ml solution for injection 3ml cartridges (Sigma Pharmaceuticals Plc)"	"Solution for injection"	"Intravenous/Intramuscular/Subcutaneous"	"Insulin"	"100unit/1ml"	"Short-Acting Insulins"	"Insulin"	"Insulin"
"6138"	"HumaPen Ergo hypodermic insulin injection pen reusable for 3ml cartridge 1 unit dial up / range 1-60 units Burgundy (Eli Lilly and Company Ltd)"	"Insulin Pen"	NA	"Insulin"	"3ml/1-60 units"	"Reusable Pens"	"Insulin"	"Insulin"
"24993"	"Insuman Comb 25 100units/ml suspension for injection 3ml cartridges (Sanofi)"	"Suspension for injection"	"Subcutaneous"	"Insulin"	"25unit/1ml + 75unit/1ml"	"Biphasic Insulins"	"Insulin"	"Insulin"
"65344"	"Empagliflozin 5mg / Metformin 850mg tablets"	"Oral tablet"	"Oral"	"Empagliflozin/Metformin"	"850mg + 5mg"	"Gliflozins Plus Metformin"	"Empagliflozin/Metformin"	"SGLT-2is, Metformin"
"34742"	"Metformin 850mg tablets (Teva UK Ltd)"	"Oral tablet"	"Oral"	"Metformin"	"850mg"	"Biguanides (Metformin)"	"Metformin"	"Metformin"
"31258"	"Insulin lispro biphasic 25/75 100units/ml suspension for injection 3ml pre-filled disposable devices"	"Suspension for injection"	"Subcutaneous"	"Insulin"	"25unit/1ml + 75unit/1ml"	"Intermediate- And Long-Acting Insulins"	"Insulin"	"Insulin"
"76776"	"Suliqua 100units/ml / 33micrograms/ml solution for injection 3ml pre-filled SoloStar pens (Sanofi)"	"Solution for injection"	"Subcutaneous"	"Lixisenatide/Insulin"	"100unit/1ml + 33microgram/1ml"	"Intermediate- And Long-Acting Insulins/GLP-1 Receptor Agonists Plus Insulin"	"Lixisenatide/Insulin"	"GLP-1RAs, Insulin"
"91432"	"Alogliptin 25mg tablets (Takeda UK Ltd)"	"Oral tablet"	"Oral"	"Alogliptin"	"25mg"	"Dipeptidyl Peptidase 4 Inhibitors (DPP 4 Inhibitors, Gliptins)"	"Alogliptin"	"DPP-4is"
"28096"	"Insulin isophane biphasic human 50/50 100units/ml suspension for injection 3ml cartridges"	"Suspension for injection"	"Subcutaneous"	"Insulin"	"50unit/1ml + 50unit/1ml"	"Biphasic Insulins"	"Insulin"	"Insulin"
"67429"	"Insulin human 100units/ml solution for injection 3.15ml cartridges"	"Solution for injection"	"Subcutaneous"	"Insulin"	"100unit/1ml"	"Insulins"	"Insulin"	"Insulin"
"1645"	"INSULIN NOVO ACTRAPID MC 100 I/U INJ"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	"Unknown"	"Insulin"	"Insulin"
"36513"	"Velosulin cartridge 100unit/ml Injection (Novo Nordisk Ltd)"	"Solution for injection"	"Subcutaneous/Intravenous/Intramuscular"	"Insulin"	"100unit/1ml"	"Short-Acting Insulins/Diabetic Ketoacidosis"	"Insulin"	"Insulin"
"16129"	"Insulin soluble human 100units/ml solution for injection 3ml cartridges"	"Solution for injection"	"Intravenous/Subcutaneous"	"Insulin"	"100unit/1ml"	"Short-Acting Insulins"	"Insulin"	"Insulin"
"5353"	"Glimepiride 2mg tablets"	"Oral tablet"	"Oral"	"Glimepiride"	"2mg"	"Sulphonylureas"	"Glimepiride"	"Sulfonylureas"
"58754"	"BD SafetyGlide hypodermic U100 insulin syringe sterile single use / single patient use 1ml with 12mm safety needle 0.33mm/29gauge (Becton, Dickinson UK Ltd)"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	"U100 Insulin Syringe With Needle Sterile Single-Use Or Single Patient Use"	"Insulin"	"Insulin"
"48139"	"Pioglitazone 30mg tablets (A A H Pharmaceuticals Ltd)"	"Oral tablet"	"Oral"	"Pioglitazone"	"30mg"	"Thiazolidinedione (Glitazones)"	"Pioglitazone"	"Other"
"44480"	"Insuman Comb 25 100units/ml suspension for injection 3ml pre-filled SoloStar pens (Sanofi)"	"Suspension for injection"	"Subcutaneous"	"Insulin"	"25unit/1ml + 75unit/1ml"	"Biphasic Insulins"	"Insulin"	"Insulin"
"68675"	"Glimepiride 4mg tablets (Somex Pharma)"	"Oral tablet"	"Oral"	"Glimepiride"	"4mg"	"Sulphonylureas"	"Glimepiride"	"Sulfonylureas"
"63048"	"Gliclazide 80mg tablets (Alliance Healthcare (Distribution) Ltd)"	"Oral tablet"	"Oral"	"Gliclazide"	"80mg"	"Sulphonylureas"	"Gliclazide"	"Sulfonylureas"
"5845"	"Mixtard 30 InnoLet 100units/ml suspension for injection 3ml pre-filled pens (Novo Nordisk Ltd)"	"Suspension for injection"	"Intramuscular/Subcutaneous"	"Insulin"	"70unit/1ml + 30unit/1ml"	"Biphasic Insulins"	"Insulin"	"Insulin"
"70477"	"Glucient SR 750mg tablets (Consilient Health Ltd)"	"Modified-release tablet"	"Oral"	"Metformin"	"750mg"	"Biguanides (Metformin)"	"Metformin"	"Metformin"
"89317"	"Semaglutide 0.25mg/0.37ml solution for injection 1.5ml pre-filled disposable devices"	"Solution for injection"	"Subcutaneous"	"Semaglutide"	"676microgram/1ml"	"Glucagon-Like Peptide-1 Receptor Agonists ( GLP-1 Receptor Agonists, Incretin Mimetics)"	"Semaglutide"	"GLP-1RAs"
"34020"	"Metformin 850mg tablets (IVAX Pharmaceuticals UK Ltd)"	"Oral tablet"	"Oral"	"Metformin"	"850mg"	"Biguanides (Metformin)"	"Metformin"	"Metformin"
"55517"	"Insulin isophane human 100units/ml suspension for injection 10ml vials"	"Suspension for injection"	"Subcutaneous"	"Insulin"	"100unit/1ml"	"Intermediate- And Long-Acting Insulins"	"Insulin"	"Insulin"
"6855"	"Avandamet 2mg/500mg tablets (GlaxoSmithKline UK Ltd)"	"Oral tablet"	"Oral"	"Metformin/Rosiglitazone"	"2mg + 500mg"	"Unknown"	"Metformin/Rosiglitazone"	"Metformin, Other"
"50633"	"Lantus 100units/ml solution for injection 3ml cartridges (Necessity Supplies Ltd)"	"Solution for injection"	"Subcutaneous"	"Insulin"	"100unit/1ml"	"Intermediate- And Long-Acting Insulins"	"Insulin"	"Insulin"
"7771"	"Human protaphane penfill 100 100unit/ml Penfill (Novo Nordisk Ltd)"	"Suspension for injection"	"Subcutaneous"	"Insulin"	"100unit/1ml"	"Intermediate- And Long-Acting Insulins"	"Insulin"	"Insulin"
"77101"	"Neon Verifine hypodermic insulin needles for pre-filled / reusable pen injectors screw on 12mm/29gauge (Neon Diagnostics Ltd)"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	"Needle For Pre-Filled And Reusable Pen Injector"	"Insulin"	"Insulin"
"66008"	"Synjardy 12.5mg/1000mg tablets (Boehringer Ingelheim Ltd)"	"Oral tablet"	"Oral"	"Empagliflozin/Metformin"	"12.5mg + 1gram"	"Gliflozins Plus Metformin"	"Empagliflozin/Metformin"	"SGLT-2is, Metformin"
"64723"	"Abasaglar KwikPen 100units/ml solution for injection 3ml pre-filled pens (Eli Lilly and Company Ltd)"	"Solution for injection"	"Subcutaneous"	"Insulin"	"100unit/1ml"	"Intermediate- And Long-Acting Insulins"	"Insulin"	"Insulin"
"33167"	"Insulin biphasic isophane human crb 25:75; 100 units/ml Injection"	"Injection"	"Intramuscular"	"Insulin"	"25:75; 100 units/ml"	"Intermediate- And Long-Acting Insulins"	"Insulin"	"Insulin"
"9565"	"HumaJect S Pen 100units/ml solution for injection (Eli Lilly and Company Ltd)"	"Solution for injection"	"Intravenous/Subcutaneous"	"Insulin"	"100unit/1ml"	"Unknown"	"Insulin"	"Insulin"
"84958"	"Pioglitazone 15mg / Metformin 850mg tablets (A A H Pharmaceuticals Ltd)"	"Oral tablet"	"Oral"	"Metformin/Pioglitazone"	"15mg + 850mg"	"Glitazones Plus Metformin"	"Metformin/Pioglitazone"	"Metformin, Other"
"17336"	"Novopen 100unit/ml Injection device (Novo Nordisk Ltd)"	"Injection Device"	"Intramuscular"	"Insulin"	"100unit/ml"	"Short-Acting Insulins/Diabetic Ketoacidosis"	"Insulin"	"Insulin"
"6781"	"Autopen Classic hypodermic insulin injection pen reusable for 3ml cartridge 2 unit dial up / range 2-42 units (Owen Mumford Ltd)"	"Insulin Pen"	NA	"Insulin"	"3ml/2-42 units"	"Reusable Pens"	"Insulin"	"Insulin"
"54182"	"Dapagliflozin 10mg tablets"	"Oral tablet"	"Oral"	"Dapagliflozin"	"10mg"	"SGLT2 Inhibitors (Gliflozins)"	"Dapagliflozin"	"SGLT-2is"
"61559"	"Sukkarto SR 500mg tablets (Morningside Healthcare Ltd)"	"Modified-release tablet"	"Oral"	"Metformin"	"500mg"	"Biguanides (Metformin)"	"Metformin"	"Metformin"
"7231"	"Mixtard 30 Penfill 100units/ml suspension for injection 3ml cartridges (Novo Nordisk Ltd)"	"Suspension for injection"	"Subcutaneous"	"Insulin"	"30unit/1ml + 70unit/1ml"	"Biphasic Insulins"	"Insulin"	"Insulin"
"91475"	"Sitagliptin 100mg tablets (Morningside Healthcare Ltd)"	"Oral tablet"	"Oral"	"Sitagliptin"	"100mg"	"Dipeptidyl Peptidase 4 Inhibitors (DPP 4 Inhibitors, Gliptins)"	"Sitagliptin"	"DPP-4is"
"82258"	"Rybelsus 3mg tablets (Novo Nordisk Ltd)"	"Oral tablet"	"Oral"	"Semaglutide"	"3mg"	"Glucagon-Like Peptide-1 Receptor Agonists ( GLP-1 Receptor Agonists, Incretin Mimetics)"	"Semaglutide"	"GLP-1RAs"
"7164"	"Unifine Pentips hypodermic insulin needles for pre-filled / reusable pen injectors screw on 6mm/31gauge (Owen Mumford Ltd)"	"Pen Needle"	NA	"Insulin"	"6mm/31gauge"	"Needle For Pre-Filled And Reusable Pen Injector"	"Insulin"	"Insulin"
"4163"	"Rapitard MC 100unit/ml Injection (Novo Nordisk Ltd)"	"Injection"	"Intramuscular"	"Insulin"	"100unit/ml"	"Intermediate- And Long-Acting Insulins"	"Insulin"	"Insulin"
"42395"	"Humalog Mix25 100units/ml suspension for injection 10ml vials (Eli Lilly and Company Ltd)"	"Suspension for injection"	"Subcutaneous"	"Insulin"	"75unit/1ml + 25unit/1ml"	"Intermediate- And Long-Acting Insulins"	"Insulin"	"Insulin"
"56642"	"Microdot Droplet hypodermic insulin needles for pre-filled / reusable pen injectors screw on 6mm/31gauge (Cambridge Sensors Ltd)"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	"Needle For Pre-Filled And Reusable Pen Injector"	"Insulin"	"Insulin"
"82697"	"Rybelsus 7mg tablets (Novo Nordisk Ltd)"	"Oral tablet"	"Oral"	"Semaglutide"	"7mg"	"Glucagon-Like Peptide-1 Receptor Agonists ( GLP-1 Receptor Agonists, Incretin Mimetics)"	"Semaglutide"	"GLP-1RAs"
"74391"	"Humalog Mix50 KwikPen 100units/ml suspension for injection 3ml pre-filled pens (Sigma Pharmaceuticals Plc)"	"Suspension for injection"	"Subcutaneous"	"Insulin"	"50unit/1ml + 50unit/1ml"	"Intermediate- And Long-Acting Insulins"	"Insulin"	"Insulin"
"22328"	"Unifine single use Insulin syringe with 30gauge needle 8mm 0.5ml (Owen Mumford Ltd)"	"Insulin Syringe With 30Gauge Needle 8Mm"	NA	"Insulin"	"0.5ml"	"Diabetic Hypodermic Equipment"	"Insulin"	"Insulin"
"5142"	"BD Micro-Fine + hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/31gauge (Becton, Dickinson UK Ltd)"	"Pen Needle"	NA	"Insulin"	"8mm/31gauge"	"Needle For Pre-Filled And Reusable Pen Injector"	"Insulin"	"Insulin"
"38986"	"Humalog KwikPen 100units/ml solution for injection 3ml pre-filled pens (Eli Lilly and Company Ltd)"	"Solution for injection"	"Intravenous/Intramuscular/Subcutaneous"	"Insulin"	"100unit/1ml"	"Short-Acting Insulins"	"Insulin"	"Insulin"
"6057"	"Lantus 100iu/ml Injection (Aventis Pharma)"	"Injection"	"Subcutaneous Injection"	"Insulin"	"100iu/ml"	"Intermediate- And Long-Acting Insulins"	"Insulin"	"Insulin"
"70055"	"Fiasp Penfill 100units/ml solution for injection 3ml cartridges (Novo Nordisk Ltd)"	"Solution for injection"	"Subcutaneous"	"Insulin"	"100unit/1ml"	"Short-Acting Insulins"	"Insulin"	"Insulin"
"82174"	"Semaglutide 3mg tablets"	"Oral tablet"	"Oral"	"Semaglutide"	"3mg"	"Glucagon-Like Peptide-1 Receptor Agonists ( GLP-1 Receptor Agonists, Incretin Mimetics)"	"Semaglutide"	"GLP-1RAs"
"23945"	"Starlix 60mg tablets (Novartis Pharmaceuticals UK Ltd)"	"Oral tablet"	"Oral"	"Nateglinide"	"60mg"	"Meglitinides (Glinides)"	"Nateglinide"	"Other"
"86529"	"NovoPen Echo Plus hypodermic insulin injection pen reusable for 3ml cartridge 0.5 unit dial up / range 0.5-30 units Blue (Novo Nordisk Ltd)"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	"Reusable Pens"	"Insulin"	"Insulin"
"25786"	"GlucoRx CarePoint hypodermic insulin needles for pre-filled / reusable pen injectors screw on 6mm/31gauge (GlucoRx Ltd)"	"Pen Needle"	NA	"Insulin"	"6mm/31gauge"	"Needle For Pre-Filled And Reusable Pen Injector"	"Insulin"	"Insulin"
"73252"	"Yaltormin SR 500mg tablets (Wockhardt UK Ltd)"	"Modified-release tablet"	"Oral"	"Metformin"	"500mg"	"Biguanides (Metformin)"	"Metformin"	"Metformin"
"48056"	"Gliclazide 80mg tablets (Sovereign Medical Ltd)"	"Oral tablet"	"Oral"	"Gliclazide"	"80mg"	"Sulphonylureas"	"Gliclazide"	"Sulfonylureas"
"18301"	"INSULIN SOLUBLE INJ I/U^2"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	"Unknown"	"Insulin"	"Insulin"
"19029"	"SYRINGE PRE-SET INSULIN FOR BLIND 2ML"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	"Unknown"	"Insulin"	"Insulin"
"65562"	"Pioglitazone 30mg tablets (Alliance Healthcare (Distribution) Ltd)"	"Oral tablet"	"Oral"	"Pioglitazone"	"30mg"	"Thiazolidinedione (Glitazones)"	"Pioglitazone"	"Other"
"74071"	"Humalog Mix25 KwikPen 100units/ml suspension for injection 3ml pre-filled pens (Waymade Healthcare Plc)"	"Suspension for injection"	"Subcutaneous"	"Insulin"	"25unit/1ml + 75unit/1ml"	"Intermediate- And Long-Acting Insulins"	"Insulin"	"Insulin"
"36856"	"Gliclazide 80mg tablets (Sandoz Ltd)"	"Oral tablet"	"Oral"	"Gliclazide"	"80mg"	"Sulphonylureas"	"Gliclazide"	"Sulfonylureas"
"54898"	"Metformin 850mg tablets (Almus Pharmaceuticals Ltd)"	"Oral tablet"	"Oral"	"Metformin"	"850mg"	"Biguanides (Metformin)"	"Metformin"	"Metformin"
"6091"	"NovoPen 3 Fun hypodermic insulin injection pen reusable for 3ml cartridge 1 unit dial up / range 2-70 units Red (Novo Nordisk Ltd)"	"Insulin Pen"	NA	"Insulin"	"3ml/2-70 units"	"Reusable Pens"	"Insulin"	"Insulin"
"31146"	"Metsol 500mg/5ml oral solution (Kappin Ltd)"	"Oral solution"	"Oral"	"Metformin"	"100mg/1ml"	"Biguanides (Metformin)"	"Metformin"	"Metformin"
"5255"	"Mixtard 10 penfill 100 100iu/ml Penfill (Novo Nordisk Ltd)"	"Penfill"	"Subcutaneous Injection"	"Insulin"	"100iu/ml"	"Intermediate- And Long-Acting Insulins"	"Insulin"	"Insulin"
"60968"	"Metformin 500mg modified-release tablets (Actavis UK Ltd)"	"Modified-release tablet"	"Oral"	"Metformin"	"500mg"	"Biguanides (Metformin)"	"Metformin"	"Metformin"
"17580"	"Avandamet 1mg/500mg tablets (GlaxoSmithKline UK Ltd)"	"Oral tablet"	"Oral"	"Metformin/Rosiglitazone"	"1mg + 500mg"	"Unknown"	"Metformin/Rosiglitazone"	"Metformin, Other"
"19829"	"INSULIN NOVO MONOTARD MC"	NA	NA	"Insulin"	NA	"Unknown"	"Insulin"	"Insulin"
"79705"	"Human Mixtard 40 Penfill 100units/ml suspension for injection 1.5ml cartridges (Novo Nordisk Ltd)"	"Suspension for injection"	"Subcutaneous"	"Insulin"	"40unit/1ml + 60unit/1ml"	"Unknown"	"Insulin"	"Insulin"
"30819"	"Insuman Comb 15 100units/ml suspension for injection 3ml pre-filled OptiSet pens (Sanofi)"	"Suspension for injection"	"Subcutaneous"	"Insulin"	"15unit/1ml + 85unit/1ml"	"Biphasic Insulins"	"Insulin"	"Insulin"
"62426"	"Pioglitazone 30mg tablets (Accord-UK Ltd)"	"Oral tablet"	"Oral"	"Pioglitazone"	"30mg"	"Thiazolidinedione (Glitazones)"	"Pioglitazone"	"Other"
