"prodcode"	"productname"	"formulation"	"route"	"ingredient"	"strength"	"Psychotropic"	"group"	"database"
"66752"	"Mirtazapine 15mg tablets (Milpharm Ltd)"	"Oral tablet"	"Oral"	"Mirtazapine"	"15mg"	"Mirtazapine"	"Antidepressants"	"Gold"
"9761"	"Lithium succinate 8% / Zinc sulfate 0.05% ointment"	"Cutaneous ointment"	"Cutaneous"	"Lithium"	"500microgram/1gram + 80mg/1gram"	"Lithium"	"Mood Stabilisers"	"Gold"
"77707"	"Sertraline 75mg/5ml oral suspension"	"Oral suspension"	"Oral"	"Sertraline"	"15mg/1ml"	"Sertraline"	"Antidepressants"	"Gold"
"85195"	"Venlafaxine 75mg tablets (Zentiva Pharma UK Ltd)"	"Oral tablet"	"Oral"	"Venlafaxine"	"75mg"	"Venlafaxine"	"Antidepressants"	"Gold"
"12619"	"Loxapac 25mg capsules (Wyeth Pharmaceuticals)"	"Oral capsule"	"Oral"	"Loxapine"	"25mg"	"Loxapine"	"Antipsychotics"	"Gold"
"49923"	"Epilim Chrono 200 tablets (Lexon (UK) Ltd)"	"Modified-release tablet"	"Oral"	"Valproate"	"200mg"	"Valproate"	"Mood Stabilisers"	"Gold"
"66073"	"Carbamazepine 400mg tablets (DE Pharmaceuticals)"	"Oral tablet"	"Oral"	"Carbamazepine"	"400mg"	"Carbamazepine"	"Mood Stabilisers"	"Gold"
"82903"	"Duciltia 30mg gastro-resistant capsules (Pharmathen S.A.)"	"Gastro-resistant capsule"	"Oral"	"Duloxetine"	"30mg"	"Duloxetine"	"Antidepressants"	"Gold"
"4595"	"DOTHIEPIN HCl 100 MG SYR"	"Solution for injection"	"Intramuscular"	"Dosulepin"	NA	"Dosulepin"	"Antidepressants"	"Gold"
"42000"	"Haloperidol 2mg/ml Liquid (Rosemont Pharmaceuticals Ltd)"	"Liquid"	"Oral"	"Haloperidol"	"2mg/ml"	"Haloperidol"	"Antipsychotics"	"Gold"
"90872"	"Venlafaxine 150mg modified-release tablets (Martindale Pharmaceuticals Ltd)"	"Modified-release tablet"	"Oral"	"Venlafaxine"	"150mg"	"Venlafaxine"	"Antidepressants"	"Gold"
"3355"	"Trazodone 50mg capsules"	"Oral capsule"	"Oral"	"Trazodone"	"50mg"	"Trazodone"	"Antidepressants"	"Gold"
"32064"	"Prochlorperazine 5mg tablets (Actavis UK Ltd)"	"Oral tablet"	"Oral"	"Prochlorperazine"	"5mg"	"Prochlorperazine"	"Antipsychotics"	"Gold"
"15171"	"Droleptan 10mg Tablet (Janssen-Cilag Ltd)"	"Tablet"	"Oral"	"Droperidol"	"10mg"	"Droperidol"	"Antipsychotics"	"Gold"
"57160"	"Olanzapine 5mg oral lyophilisates sugar free"	"Oral lyophilisate"	"Oral"	"Olanzapine"	"5mg"	"Olanzapine"	"Antipsychotics"	"Gold"
"77089"	"Efexor 75mg tablets (Waymade Healthcare Plc)"	"Oral tablet"	"Oral"	"Venlafaxine"	"75mg"	"Venlafaxine"	"Antidepressants"	"Gold"
"83536"	"Nortriptyline 25mg/5ml oral solution sugar free"	"Oral solution"	"Oral"	"Nortriptyline"	"5mg/1ml"	"Nortriptyline"	"Antidepressants"	"Gold"
"85126"	"Priadel 400mg modified-release tablets (Mawdsley-Brooks & Company Ltd)"	"Modified-release tablet"	"Oral"	"Lithium"	"400mg"	"Lithium"	"Mood Stabilisers"	"Gold"
"89478"	"Fluoxetine 10mg capsules (Accord-UK Ltd)"	"Oral capsule"	"Oral"	"Fluoxetine"	"10mg"	"Fluoxetine"	"Antidepressants"	"Gold"
"63213"	"Tegretol 200mg tablets (Necessity Supplies Ltd)"	"Oral tablet"	"Oral"	"Carbamazepine"	"200mg"	"Carbamazepine"	"Mood Stabilisers"	"Gold"
"62943"	"Biquelle XL 400mg tablets (Aspire Pharma Ltd)"	"Modified-release tablet"	"Oral"	"Quetiapine"	"400mg"	"Quetiapine"	"Antipsychotics"	"Gold"
"62155"	"Fluoxetine 20mg capsules (Phoenix Healthcare Distribution Ltd)"	"Oral capsule"	"Oral"	"Fluoxetine"	"20mg"	"Fluoxetine"	"Antidepressants"	"Gold"
"83069"	"Venlafaxine 37.5mg tablets (Dexcel-Pharma Ltd)"	"Oral tablet"	"Oral"	"Venlafaxine"	"37.5mg"	"Venlafaxine"	"Antidepressants"	"Gold"
"588"	"Chlorpromazine 25mg tablets"	"Oral tablet"	"Oral"	"Chlorpromazine"	"25mg"	"Chlorpromazine"	"Antipsychotics"	"Gold"
"3194"	"Clomipramine 10mg capsules"	"Oral capsule"	"Oral"	"Clomipramine"	"10mg"	"Clomipramine"	"Antidepressants"	"Gold"
"57170"	"Psytixol 100mg/1ml solution for injection ampoules (Viatris UK Healthcare Ltd)"	"Solution for injection"	"Intramuscular"	"Flupentixol"	"100mg/1ml"	"Flupentixol"	"Antipsychotics"	"Gold"
"56009"	"Citalopram 20mg tablets (Arrow Generics Ltd)"	"Oral tablet"	"Oral"	"Citalopram"	"20mg"	"Citalopram"	"Antidepressants"	"Gold"
"13112"	"Carbagen SR 200mg tablets (Viatris UK Healthcare Ltd)"	"Modified-release tablet"	"Oral"	"Carbamazepine"	"200mg"	"Carbamazepine"	"Mood Stabilisers"	"Gold"
"9347"	"Clopixol 25mg tablets (Lundbeck Ltd)"	"Oral tablet"	"Oral"	"Zuclopenthixol"	"25mg"	"Zuclopenthixol"	"Antipsychotics"	"Gold"
"12207"	"Isocarboxazid 10mg tablets"	"Oral tablet"	"Oral"	"Isocarboxazid"	"10mg"	"Isocarboxazid"	"Antidepressants"	"Gold"
"55012"	"Largactil 10mg tablets (Sanofi)"	"Oral tablet"	"Oral"	"Chlorpromazine"	"10mg"	"Chlorpromazine"	"Antipsychotics"	"Gold"
"82430"	"Duloxetine 40mg gastro-resistant capsules (Waymade Healthcare Plc)"	"Gastro-resistant capsule"	"Oral"	"Duloxetine"	"40mg"	"Duloxetine"	"Antidepressants"	"Gold"
"34202"	"Fluoxetine 20mg capsules (Genus Pharmaceuticals Ltd)"	"Oral capsule"	"Oral"	"Fluoxetine"	"20mg"	"Fluoxetine"	"Antidepressants"	"Gold"
"56662"	"Venlafaxine 37.5mg tablets (A A H Pharmaceuticals Ltd)"	"Oral tablet"	"Oral"	"Venlafaxine"	"37.5mg"	"Venlafaxine"	"Antidepressants"	"Gold"
"73990"	"Epilim Chrono 500 tablets (Waymade Healthcare Plc)"	"Modified-release tablet"	"Oral"	"Valproate"	"500mg"	"Valproate"	"Mood Stabilisers"	"Gold"
"41995"	"Promazine 50mg/ml Injection (Genus Pharmaceuticals Ltd)"	"Injection"	"Intramuscular"	"Promazine"	"50mg/ml"	"Promazine"	"Antipsychotics"	"Gold"
"87124"	"Olanzapine 5mg orodispersible tablets sugar free (Dr Reddy's Laboratories (UK) Ltd)"	"Orodispersible tablet"	"Oral"	"Olanzapine"	"5mg"	"Olanzapine"	"Antipsychotics"	"Gold"
"16575"	"Aripiprazole 1mg/ml oral solution"	"Oral solution"	"Oral"	"Aripiprazole"	"1mg/1ml"	"Aripiprazole"	"Antipsychotics"	"Gold"
"77381"	"Prozac 20mg capsules (Dowelhurst Ltd)"	"Oral capsule"	"Oral"	"Fluoxetine"	"20mg"	"Fluoxetine"	"Antidepressants"	"Gold"
"89507"	"Dosulepin 75mg tablets (Mawdsley-Brooks & Company Ltd)"	"Oral tablet"	"Oral"	"Dosulepin"	"75mg"	"Dosulepin"	"Antidepressants"	"Gold"
"59697"	"Carbamazepine 10mg/5ml oral suspension"	"Oral suspension"	"Oral"	"Carbamazepine"	"2mg/1ml"	"Carbamazepine"	"Mood Stabilisers"	"Gold"
"37256"	"Prozep 20mg/5ml oral solution (Rosemont Pharmaceuticals Ltd)"	"Oral solution"	"Oral"	"Fluoxetine"	"4mg/1ml"	"Fluoxetine"	"Antidepressants"	"Gold"
"3601"	"Seroxat 20mg/10ml liquid (GlaxoSmithKline UK Ltd)"	"Oral suspension"	"Oral"	"Paroxetine"	"2mg/1ml"	"Paroxetine"	"Antidepressants"	"Gold"
"1857"	"Trifluoperazine 1mg tablets"	"Oral tablet"	"Oral"	"Trifluoperazine"	"1mg"	"Trifluoperazine"	"Antipsychotics"	"Gold"
"66479"	"Aripiprazole 400mg powder and solvent for prolonged-release suspension for injection pre-filled syringes"	"Powder and solvent for prolonged-release suspension for inj"	"Intramuscular"	"Aripiprazole"	"400mg"	"Aripiprazole"	"Antipsychotics"	"Gold"
"38840"	"Quetiapine 400mg modified-release tablets"	"Modified-release tablet"	"Oral"	"Quetiapine"	"400mg"	"Quetiapine"	"Antipsychotics"	"Gold"
"55620"	"Flupentixol Liquid"	"Liquid"	NA	"Flupentixol"	NA	"Flupentixol"	"Antipsychotics"	"Gold"
"35455"	"Modecate Concentrate 100mg/1ml solution for injection ampoules (Sanofi)"	"Solution for injection"	"Intramuscular"	"Fluphenazine"	"100mg/1ml"	"Fluphenazine"	"Antipsychotics"	"Gold"
"34905"	"Thioridazine 25mg Tablet (IVAX Pharmaceuticals UK Ltd)"	"Oral tablet"	"Oral"	"Thioridazine"	"25mg"	"Thioridazine"	"Antipsychotics"	"Gold"
"67798"	"Sodium valproate 400mg/4ml solution for injection ampoules"	"Solution for injection"	"Intravenous"	"Valproate"	"100mg/1ml"	"Valproate"	"Mood Stabilisers"	"Gold"
"67247"	"Largactil 50mg tablets (Waymade Healthcare Plc)"	"Oral tablet"	"Oral"	"Chlorpromazine"	"50mg"	"Chlorpromazine"	"Antipsychotics"	"Gold"
"2985"	"Lentizol 50mg modified-release capsules (Pfizer Ltd)"	"Modified-release capsule"	"Oral"	"Amitriptyline"	"50mg"	"Amitriptyline"	"Antidepressants"	"Gold"
"48182"	"Lamotrigine 25mg tablets (Arrow Generics Ltd)"	"Oral tablet"	"Oral"	"Lamotrigine"	"25mg"	"Lamotrigine"	"Mood Stabilisers"	"Gold"
"49"	"Amitriptyline 25mg tablets"	"Oral tablet"	"Oral"	"Amitriptyline"	"25mg"	"Amitriptyline"	"Antidepressants"	"Gold"
"80341"	"Belvo 250mg gastro-resistant tablets (Consilient Health Ltd)"	"Gastro-resistant tablet"	"Oral"	"Valproate"	"250mg"	"Valproate"	"Mood Stabilisers"	"Gold"
"2136"	"Depixol 20mg/ml Injection (Lundbeck Ltd)"	"Injection"	"Intramuscular Deep Injection Gluteal Muscle"	"Flupentixol"	"20mg/ml"	"Flupentixol"	"Antipsychotics"	"Gold"
"86747"	"Risperidone 500microgram orodispersible tablets sugar free (Viatris UK Healthcare Ltd)"	"Orodispersible tablet"	"Oral"	"Risperidone"	"500microgram"	"Risperidone"	"Antipsychotics"	"Gold"
"31538"	"Clopixol Acuphase 100mg/2ml solution for injection ampoules (Lundbeck Ltd)"	"Solution for injection"	"Intramuscular"	"Zuclopenthixol"	"50mg/1ml"	"Zuclopenthixol"	"Antipsychotics"	"Gold"
"418"	"Prozac 20mg capsules (Eli Lilly and Company Ltd)"	"Oral capsule"	"Oral"	"Fluoxetine"	"20mg"	"Fluoxetine"	"Antidepressants"	"Gold"
"83078"	"Citalopram 40mg tablets (Medreich Plc)"	"Oral tablet"	"Oral"	"Citalopram"	"40mg"	"Citalopram"	"Antidepressants"	"Gold"
"27008"	"Domical 50mg Tablet (Berk Pharmaceuticals Ltd)"	"Oral tablet"	"Oral"	"Amitriptyline"	"50mg"	"Amitriptyline"	"Antidepressants"	"Gold"
"58681"	"Venladex XL 75mg tablets (Dexcel-Pharma Ltd)"	"Modified-release tablet"	"Oral"	"Venlafaxine"	"75mg"	"Venlafaxine"	"Antidepressants"	"Gold"
"87975"	"Risperidone 1mg/ml oral solution sugar free (Teva UK Ltd)"	"Oral solution"	"Oral"	"Risperidone"	"1mg/1ml"	"Risperidone"	"Antipsychotics"	"Gold"
"59318"	"Lamotrigine 25mg tablets (Alliance Healthcare (Distribution) Ltd)"	"Oral tablet"	"Oral"	"Lamotrigine"	"25mg"	"Lamotrigine"	"Mood Stabilisers"	"Gold"
"82439"	"Chlorpromazine 25mg/5ml oral solution sugar free (A A H Pharmaceuticals Ltd)"	"Oral solution"	"Oral"	"Chlorpromazine"	"5mg/1ml"	"Chlorpromazine"	"Antipsychotics"	"Gold"
"56292"	"Citalopram 40mg/ml oral drops sugar free (Actavis UK Ltd)"	"Oral drops"	"Oral"	"Citalopram"	"40mg/1ml"	"Citalopram"	"Antidepressants"	"Gold"
"4218"	"Lofepramine 70mg/5ml oral suspension sugar free"	"Oral suspension"	"Oral"	"Lofepramine"	"14mg/1ml"	"Lofepramine"	"Antidepressants"	"Gold"
"14859"	"Seroquel 25mg tablets (Luye Pharma Ltd)"	"Oral tablet"	"Oral"	"Quetiapine"	"25mg"	"Quetiapine"	"Antipsychotics"	"Gold"
"33074"	"Praminil 10mg Tablet (DDSA Pharmaceuticals Ltd)"	"Oral tablet"	"Oral"	"Imipramine"	"10mg"	"Imipramine"	"Antidepressants"	"Gold"
"83700"	"Risperidone 1mg/ml oral solution sugar free (A A H Pharmaceuticals Ltd)"	"Oral solution"	"Oral"	"Risperidone"	"1mg/1ml"	"Risperidone"	"Antipsychotics"	"Gold"
"30738"	"AMITRIPTYLINE S/F"	NA	NA	"Amitriptyline"	NA	"Amitriptyline"	"Antidepressants"	"Gold"
"85887"	"Dyzantil 200mg modified-release tablets (Aspire Pharma Ltd)"	"Modified-release tablet"	"Oral"	"Valproate"	"200mg"	"Valproate"	"Mood Stabilisers"	"Gold"
"88065"	"Trazodone 100mg capsules (Medreich Plc)"	"Oral capsule"	"Oral"	"Trazodone"	"100mg"	"Trazodone"	"Antidepressants"	"Gold"
"64423"	"Citalopram 10mg tablets (Accord-UK Ltd)"	"Oral tablet"	"Oral"	"Citalopram"	"10mg"	"Citalopram"	"Antidepressants"	"Gold"
"60843"	"Sunveniz XL 75mg tablets (Sun Pharma UK Ltd)"	"Modified-release tablet"	"Oral"	"Venlafaxine"	"75mg"	"Venlafaxine"	"Antidepressants"	"Gold"
"25444"	"Lomont 70mg/5ml oral suspension (Rosemont Pharmaceuticals Ltd)"	"Oral suspension"	"Oral"	"Lofepramine"	"14mg/1ml"	"Lofepramine"	"Antidepressants"	"Gold"
"90306"	"Quetiapine 50mg tablets"	"Oral tablet"	"Oral"	"Quetiapine"	"50mg"	"Quetiapine"	"Antipsychotics"	"Gold"
"66183"	"Mirtazapine 15mg tablets (Alliance Healthcare (Distribution) Ltd)"	"Oral tablet"	"Oral"	"Mirtazapine"	"15mg"	"Mirtazapine"	"Antidepressants"	"Gold"
"6838"	"Olanzapine 15mg Orodispersible tablet"	"Orodispersible Tablet"	"Oral"	"Olanzapine"	"15mg"	"Olanzapine"	"Antipsychotics"	"Gold"
"8311"	"Chlorpromazine 25mg/ml injection"	"Injection"	"Intramuscular"	"Chlorpromazine"	"25mg/ml"	"Chlorpromazine"	"Antipsychotics"	"Gold"
"12579"	"RISPERDAL(3 MG) 3 MG TAB"	"Tablet"	"Oral"	"Risperidone"	NA	"Risperidone"	"Antipsychotics"	"Gold"
"12137"	"CHLORPROMAZINE HCl 25 MG TAB"	"Tablet"	"Oral"	"Chlorpromazine"	NA	"Chlorpromazine"	"Antipsychotics"	"Gold"
"12921"	"Haldol 2mg/ml oral solution (Essential Pharma Ltd)"	"Oral solution"	"Oral"	"Haloperidol"	"2mg/1ml"	"Haloperidol"	"Antipsychotics"	"Gold"
"67097"	"Citalopram 20mg tablets (Accord-UK Ltd)"	"Oral tablet"	"Oral"	"Citalopram"	"20mg"	"Citalopram"	"Antidepressants"	"Gold"
"53951"	"Levomepromazine maleate 6.25mg/5ml oral solution"	"Oral solution"	"Oral"	"Levomepromazine"	"1.25mg/1ml"	"Levomepromazine"	"Antipsychotics"	"Gold"
"89469"	"Chlorpromazine 25mg tablets (Genesis Pharmaceuticals Ltd)"	"Oral tablet"	"Oral"	"Chlorpromazine"	"25mg"	"Chlorpromazine"	"Antipsychotics"	"Gold"
"32122"	"Prochlorperazine 12.5mg/1ml solution for injection ampoules (Advanz Pharma)"	"Solution for injection"	"Intramuscular"	"Prochlorperazine"	"12.5mg/1ml"	"Prochlorperazine"	"Antipsychotics"	"Gold"
"61575"	"Ebesque XL 50mg tablets (Ethypharm UK Ltd)"	"Modified-release tablet"	"Oral"	"Quetiapine"	"50mg"	"Quetiapine"	"Antipsychotics"	"Gold"
"83355"	"Majoven XL 75mg capsules (Bristol Laboratories Ltd)"	"Modified-release capsule"	"Oral"	"Venlafaxine"	"75mg"	"Venlafaxine"	"Antidepressants"	"Gold"
"40515"	"Venaxx XL 75mg capsules (Advanz Pharma)"	"Modified-release capsule"	"Oral"	"Venlafaxine"	"75mg"	"Venlafaxine"	"Antidepressants"	"Gold"
"35065"	"Fluphenazine decanoate 25mg/1ml solution for injection ampoules"	"Solution for injection"	"Intramuscular"	"Fluphenazine"	"25mg/1ml"	"Fluphenazine"	"Antipsychotics"	"Gold"
"6023"	"Olanzapine 10mg Orodispersible tablet"	"Orodispersible Tablet"	"Oral"	"Olanzapine"	"10mg"	"Olanzapine"	"Antipsychotics"	"Gold"
"43257"	"Mirtazapine 15mg tablets (Teva UK Ltd)"	"Oral tablet"	"Oral"	"Mirtazapine"	"15mg"	"Mirtazapine"	"Antidepressants"	"Gold"
"4232"	"Nozinan 25mg tablets (Neuraxpharm UK Ltd)"	"Oral tablet"	"Oral"	"Levomepromazine"	"25mg"	"Levomepromazine"	"Antipsychotics"	"Gold"
"8174"	"Molipaxin 50mg/5ml oral liquid (Sanofi)"	"Oral solution"	"Oral"	"Trazodone"	"10mg/1ml"	"Trazodone"	"Antidepressants"	"Gold"
"42895"	"Haloperidol 5mg tablets (Teva UK Ltd)"	"Oral tablet"	"Oral"	"Haloperidol"	"5mg"	"Haloperidol"	"Antipsychotics"	"Gold"
"302"	"Risperidone 1mg/ml oral solution sugar free"	"Oral solution"	"Oral"	"Risperidone"	"1mg/1ml"	"Risperidone"	"Antipsychotics"	"Gold"
"62916"	"Risperidone 500microgram orodispersible tablets sugar free (Teva UK Ltd)"	"Orodispersible tablet"	"Oral"	"Risperidone"	"500microgram"	"Risperidone"	"Antipsychotics"	"Gold"
"66493"	"Trimipramine 25mg/5ml oral suspension"	"Oral suspension"	"Oral"	"Trimipramine"	"5mg/1ml"	"Trimipramine"	"Antidepressants"	"Gold"
"35787"	"Thioridazine 50mg Tablet (IVAX Pharmaceuticals UK Ltd)"	"Oral tablet"	"Oral"	"Thioridazine"	"50mg"	"Thioridazine"	"Antipsychotics"	"Gold"
"35755"	"Sodium valproate 500mg modified-release granules sachets sugar free"	"Modified-release granules"	"Oral"	"Valproate"	"500mg"	"Valproate"	"Mood Stabilisers"	"Gold"
"85550"	"Paroxetine 40mg tablets (Crescent Pharma Ltd)"	"Oral tablet"	"Oral"	"Paroxetine"	"40mg"	"Paroxetine"	"Antidepressants"	"Gold"
"77167"	"Amitriptyline 25mg tablets (Sun Pharma UK Ltd)"	"Oral tablet"	"Oral"	"Amitriptyline"	"25mg"	"Amitriptyline"	"Antidepressants"	"Gold"
"1447"	"Lithium carbonate 400mg modified-release tablets"	"Modified-release tablet"	"Oral"	"Lithium"	"400mg"	"Lithium"	"Mood Stabilisers"	"Gold"
"12710"	"Trazodone 150mg modified-release tablets"	"Modified-release tablet"	"Oral"	"Trazodone"	"150mg"	"Trazodone"	"Antidepressants"	"Gold"
"82417"	"Olanzapine 2.5mg tablets (Sandoz Ltd)"	"Oral tablet"	"Oral"	"Olanzapine"	"2.5mg"	"Olanzapine"	"Antipsychotics"	"Gold"
"82035"	"Duloxetine 30mg gastro-resistant capsules (Wockhardt UK Ltd)"	"Gastro-resistant capsule"	"Oral"	"Duloxetine"	"30mg"	"Duloxetine"	"Antidepressants"	"Gold"
"6412"	"Olanzapine 5mg Orodispersible tablet"	"Orodispersible Tablet"	"Oral"	"Olanzapine"	"5mg"	"Olanzapine"	"Antipsychotics"	"Gold"
"1321"	"Risperidone 2mg tablets"	"Oral tablet"	"Oral"	"Risperidone"	"2mg"	"Risperidone"	"Antipsychotics"	"Gold"
"76727"	"Venzip XL 150mg capsules (Milpharm Ltd)"	"Modified-release capsule"	"Oral"	"Venlafaxine"	"150mg"	"Venlafaxine"	"Antidepressants"	"Gold"
"84774"	"Risperidone 1mg tablets (Milpharm Ltd)"	"Oral tablet"	"Oral"	"Risperidone"	"1mg"	"Risperidone"	"Antipsychotics"	"Gold"
"74834"	"Olanzapine 10mg orodispersible tablets sugar free (Accord-UK Ltd)"	"Orodispersible tablet"	"Oral"	"Olanzapine"	"10mg"	"Olanzapine"	"Antipsychotics"	"Gold"
"56136"	"Epilim Chrono 300 tablets (Waymade Healthcare Plc)"	"Modified-release tablet"	"Oral"	"Valproate"	"300mg"	"Valproate"	"Mood Stabilisers"	"Gold"
"88844"	"Levorol 5mg/ml oral solution (Galvany Pharma Ltd)"	"Oral solution"	"Oral"	"Levomepromazine"	"5mg/1ml"	"Levomepromazine"	"Antipsychotics"	"Gold"
"65707"	"Olanzapine 20mg orodispersible tablets sugar free (Accord-UK Ltd)"	"Orodispersible tablet"	"Oral"	"Olanzapine"	"20mg"	"Olanzapine"	"Antipsychotics"	"Gold"
"64493"	"Risperidone 1mg tablets (A A H Pharmaceuticals Ltd)"	"Oral tablet"	"Oral"	"Risperidone"	"1mg"	"Risperidone"	"Antipsychotics"	"Gold"
"81870"	"Clozapine 100mg orodispersible tablets sugar free"	"Orodispersible tablet"	"Oral"	"Clozapine"	"100mg"	"Clozapine"	"Antipsychotics"	"Gold"
"18155"	"Flupentixol 50mg/0.5ml solution for injection ampoules"	"Solution for injection"	"Intramuscular"	"Flupentixol"	"100mg/1ml"	"Flupentixol"	"Antipsychotics"	"Gold"
"81649"	"Risperidone 250microgram tablets"	"Oral tablet"	"Oral"	"Risperidone"	"250microgram"	"Risperidone"	"Antipsychotics"	"Gold"
"63685"	"Epilim Chrono 500 tablets (DE Pharmaceuticals)"	"Modified-release tablet"	"Oral"	"Valproate"	"500mg"	"Valproate"	"Mood Stabilisers"	"Gold"
"840"	"Fentazin 2mg tablets (Advanz Pharma)"	"Oral tablet"	"Oral"	"Perphenazine"	"2mg"	"Perphenazine"	"Antipsychotics"	"Gold"
"71848"	"Citalopram 20mg/5ml oral suspension"	"Oral suspension"	"Oral"	"Citalopram"	"4mg/1ml"	"Citalopram"	"Antidepressants"	"Gold"
"32863"	"Imipramine 10mg tablets (Teva UK Ltd)"	"Oral tablet"	"Oral"	"Imipramine"	"10mg"	"Imipramine"	"Antidepressants"	"Gold"
"82922"	"Risperidone 1mg tablets (Phoenix Healthcare Distribution Ltd)"	"Oral tablet"	"Oral"	"Risperidone"	"1mg"	"Risperidone"	"Antipsychotics"	"Gold"
"59746"	"Carbamazepine 100mg tablets (DE Pharmaceuticals)"	"Oral tablet"	"Oral"	"Carbamazepine"	"100mg"	"Carbamazepine"	"Mood Stabilisers"	"Gold"
"13368"	"Clopixol 2mg tablets (Lundbeck Ltd)"	"Oral tablet"	"Oral"	"Zuclopenthixol"	"2mg"	"Zuclopenthixol"	"Antipsychotics"	"Gold"
"609"	"Perphenazine 2mg tablets"	"Oral tablet"	"Oral"	"Perphenazine"	"2mg"	"Perphenazine"	"Antipsychotics"	"Gold"
"6036"	"Prochlorperazine 5mg/5ml oral solution"	"Oral solution"	"Oral"	"Prochlorperazine"	"1mg/1ml"	"Prochlorperazine"	"Antipsychotics"	"Gold"
"10870"	"THIORIDAZINE S/F 50 MG/5ML SYR"	"Solution for injection"	"Intramuscular"	"Thioridazine"	NA	"Thioridazine"	"Antipsychotics"	"Gold"
"34736"	"Chlorpromazine 100mg tablets (Teva UK Ltd)"	"Oral tablet"	"Oral"	"Chlorpromazine"	"100mg"	"Chlorpromazine"	"Antipsychotics"	"Gold"
"78777"	"Duloxetine 60mg gastro-resistant capsules (Waymade Healthcare Plc)"	"Gastro-resistant capsule"	"Oral"	"Duloxetine"	"60mg"	"Duloxetine"	"Antidepressants"	"Gold"
"70902"	"Carbamazepine 200mg modified-release tablets (Phoenix Healthcare Distribution Ltd)"	"Modified-release tablet"	"Oral"	"Carbamazepine"	"200mg"	"Carbamazepine"	"Mood Stabilisers"	"Gold"
"68660"	"Loxapine 9.1mg/dose inhalation powder"	"Inhalation powder"	"Inhalation"	"Loxapine"	"9.1mg"	"Loxapine"	"Antipsychotics"	"Gold"
"48077"	"Roxiam ir 75mg Capsule (AstraZeneca UK Ltd)"	"Capsule"	"Oral"	"Remoxipride"	"75mg"	"Remoxipride"	"Antipsychotics"	"Gold"
"67769"	"Fluoxetine 20mg capsules (Strides Pharma UK Ltd)"	"Oral capsule"	"Oral"	"Fluoxetine"	"20mg"	"Fluoxetine"	"Antidepressants"	"Gold"
"88332"	"Escitalopram 10mg tablets (Teva UK Ltd)"	"Oral tablet"	"Oral"	"Escitalopram"	"10mg"	"Escitalopram"	"Antidepressants"	"Gold"
"70684"	"Quetiapine 20mg/ml oral suspension sugar free (Rosemont Pharmaceuticals Ltd)"	"Oral suspension"	"Oral"	"Quetiapine"	"20mg/1ml"	"Quetiapine"	"Antipsychotics"	"Gold"
"80597"	"Syonell 250mg gastro-resistant tablets (Lupin Healthcare (UK) Ltd)"	"Gastro-resistant tablet"	"Oral"	"Valproate"	"250mg"	"Valproate"	"Mood Stabilisers"	"Gold"
"17152"	"Orlept 200mg gastro-resistant tablets (Wockhardt UK Ltd)"	"Gastro-resistant tablet"	"Oral"	"Valproate"	"200mg"	"Valproate"	"Mood Stabilisers"	"Gold"
"75919"	"Promazine 12.5mg/5ml oral solution"	"Oral solution"	"Oral"	"Promazine"	"2.5mg/1ml"	"Promazine"	"Antipsychotics"	"Gold"
"34883"	"Sodium valproate 200mg/5ml oral solution sugar free (A A H Pharmaceuticals Ltd)"	"Oral solution"	"Oral"	"Valproate"	"40mg/1ml"	"Valproate"	"Mood Stabilisers"	"Gold"
"80112"	"Cariprazine 1.5mg capsules"	"Oral capsule"	"Oral"	"Cariprazine"	"1.5mg"	"Cariprazine"	"Antipsychotics"	"Gold"
"77195"	"Sodium valproate 500mg modified-release tablets (DE Pharmaceuticals)"	"Modified-release tablet"	"Oral"	"Valproate"	"500mg"	"Valproate"	"Mood Stabilisers"	"Gold"
"3652"	"Amoxapine 100mg tablets"	"Oral tablet"	"Oral"	"Amoxapine"	"100mg"	"Amoxapine"	"Antidepressants"	"Gold"
"34370"	"Carbamazepine 200mg modified-release tablets (A A H Pharmaceuticals Ltd)"	"Modified-release tablet"	"Oral"	"Carbamazepine"	"200mg"	"Carbamazepine"	"Mood Stabilisers"	"Gold"
"86890"	"Sertraline 50mg tablets (Niche Generics Ltd)"	"Oral tablet"	"Oral"	"Sertraline"	"50mg"	"Sertraline"	"Antidepressants"	"Gold"
"19738"	"MORPHINE,COCAINE & CHLORPROMAZINE MIX"	NA	NA	"Chlorpromazine"	NA	"Chlorpromazine"	"Antipsychotics"	"Gold"
"45664"	"Depefex XL 150mg capsules (Chiesi Ltd)"	"Modified-release capsule"	"Oral"	"Venlafaxine"	"150mg"	"Venlafaxine"	"Antidepressants"	"Gold"
"6255"	"Mianserin 30mg tablets"	"Oral tablet"	"Oral"	"Mianserin"	"30mg"	"Mianserin"	"Antidepressants"	"Gold"
"55268"	"Zypadhera 300mg powder and solvent for prolonged-release suspension for injection vials (Neon Healthcare Ltd)"	"Powder and solvent for prolonged-release suspension for inj"	"Intramuscular"	"Olanzapine"	"300mg"	"Olanzapine"	"Antipsychotics"	"Gold"
"88197"	"Duloxetine 30mg gastro-resistant capsules (Bristol Laboratories Ltd)"	"Gastro-resistant capsule"	"Oral"	"Duloxetine"	"30mg"	"Duloxetine"	"Antidepressants"	"Gold"
