"prodcodeid"	"productname"	"formulation"	"route"	"ingredient"	"strength"	"BNFChapter"	"Antidiabetic"
"6490741000033117"	"Omnican Fine hypodermic insulin needles for pre-filled / reusable pen injectors screw on 6mm/31gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"
"6490841000033110"	"Omnican Fine hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/31gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"
"6490941000033119"	"Omnican Fine hypodermic insulin needles for pre-filled / reusable pen injectors screw on 10mm/30gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"
"6491041000033112"	"Omnican Fine hypodermic insulin needles for pre-filled / reusable pen injectors screw on 12mm/29gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"
"6518241000033118"	"BD AutoShield Duo hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/30gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"
"6519641000033112"	"NovoPen Echo hypodermic insulin injection pen reusable for 3ml cartridge 0.5 unit dial up / range 0.5-30 units"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"
"6519741000033115"	"NovoPen Echo hypodermic insulin injection pen reusable for 3ml cartridge 0.5 unit dial up / range 0.5-30 units"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"
"6526041000033117"	"Glizofar 30mg tablets"	"Tablet"	"Oral"	"Pioglitazone"	"30.000mg"	NA	"Pioglitazone"
"6535141000033111"	"Unifine Pentips hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/31gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"
"6535241000033116"	"Unifine Pentips Plus hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/31gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"
"6535341000033114"	"Unifine Pentips Plus hypodermic insulin needles for pre-filled / reusable pen injectors screw on 6mm/31gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"
"6535541000033119"	"Unifine Pentips Plus hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/31gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"
"6535641000033118"	"Unifine Pentips Plus hypodermic insulin needles for pre-filled / reusable pen injectors screw on 12mm/29gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"
"7684841000033117"	"Clickfine Needles for insulin pens 6 mm/31 gauge"	NA	NA	"Insulin"	NA	NA	"Insulin"
"7684941000033113"	"Clickfine Needles for insulin pens 8 mm/31 gauge"	NA	NA	"Insulin"	NA	NA	"Insulin"
"7685041000033113"	"Clickfine Needles for insulin pens 10 mm/29 gauge"	NA	NA	"Insulin"	NA	NA	"Insulin"
"7685141000033112"	"Clickfine Needles for insulin pens 12 mm/29 gauge"	NA	NA	"Insulin"	NA	NA	"Insulin"
"7687241000033110"	"Sitagliptin 50mg tablets"	"Tablet"	"Oral"	"Sitagliptin"	"50.000mg"	NA	"Sitagliptin"
"7687341000033117"	"Januvia 50mg tablets"	"Tablet"	"Oral"	"Sitagliptin"	"50.000mg"	NA	"Sitagliptin"
"7687441000033111"	"Sitagliptin 25mg tablets"	"Tablet"	"Oral"	"Sitagliptin"	"25.000mg"	NA	"Sitagliptin"
"7687541000033112"	"Januvia 25mg tablets"	"Tablet"	"Oral"	"Sitagliptin"	"25.000mg"	NA	"Sitagliptin"
"7874941000033110"	"Diagemet XL 500mg tablets"	"Modified-release tablet"	"Oral"	"Metformin"	"500.000mg"	NA	"Metformin"
"8052741000033110"	"Droplet hypodermic insulin needles for pre-filled / reusable pen injectors screw on 10mm/29gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"
"8056341000033110"	"Mylife Clickfine hypodermic insulin needles for pre-filled / reusable pen injectors snap on 6mm/31gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	"6010103"	"Insulin"
"8056441000033116"	"Mylife Clickfine hypodermic insulin needles for pre-filled / reusable pen injectors snap on 8mm/31gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	"6010103"	"Insulin"
"8056541000033115"	"Mylife Clickfine hypodermic insulin needles for pre-filled / reusable pen injectors snap on 10mm/29gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	"6010103"	"Insulin"
"8056641000033119"	"Mylife Clickfine hypodermic insulin needles for pre-filled / reusable pen injectors snap on 12mm/29gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	"6010103"	"Insulin"
"8115741000033119"	"Linagliptin 2.5mg / Metformin 1g tablets"	"Tablet"	"Oral"	"Linagliptin/Metformin"	"2.500mg + 1000.000mg"	"6010203"	"Linagliptin/Metformin"
"8115841000033112"	"Linagliptin 2.5mg / Metformin 850mg tablets"	"Tablet"	"Oral"	"Linagliptin/Metformin"	"2.500mg + 850.000mg"	"6010203"	"Linagliptin/Metformin"
"8115941000033116"	"Jentadueto 2.5mg/1000mg tablets"	"Tablet"	"Oral"	"Linagliptin/Metformin"	"2.500mg + 1000.000mg"	"6010203"	"Linagliptin/Metformin"
"8116041000033114"	"Jentadueto 2.5mg/850mg tablets"	"Tablet"	"Oral"	"Linagliptin/Metformin"	"2.500mg + 850.000mg"	"6010203"	"Linagliptin/Metformin"
"8125241000033119"	"Glimepiride 6mg/5ml oral suspension"	"Oral suspension"	"Oral"	"Glimepiride"	"1.200mg/1.000ml"	NA	"Glimepiride"
"8199341000033118"	"Dapagliflozin 5mg tablets"	"Tablet"	"Oral"	"Dapagliflozin"	"5.000mg"	"6010203"	"Dapagliflozin"
"8199441000033112"	"Dapagliflozin 10mg tablets"	"Tablet"	"Oral"	"Dapagliflozin"	"10.000mg"	"6010203"	"Dapagliflozin"
"8199541000033113"	"Forxiga 5mg tablets"	"Tablet"	"Oral"	"Dapagliflozin"	"5.000mg"	"6010203"	"Dapagliflozin"
"8199641000033114"	"Forxiga 10mg tablets"	"Tablet"	"Oral"	"Dapagliflozin"	"10.000mg"	"6010203"	"Dapagliflozin"
"8241541000033119"	"Microdot Droplet hypodermic insulin needles for pre-filled / reusable pen injectors screw on 6mm/31gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"
"8241641000033118"	"Microdot Droplet hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/31gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"
"8242541000033112"	"Saxagliptin 2.5mg / Metformin 850mg tablets"	"Tablet"	"Oral"	"Metformin/Saxagliptin"	"850.000mg + 2.500mg"	"6010203"	"Metformin/Saxagliptin"
"8242641000033113"	"Saxagliptin 2.5mg / Metformin 1g tablets"	"Tablet"	"Oral"	"Metformin/Saxagliptin"	"1.000gram + 2.500mg"	"6010203"	"Metformin/Saxagliptin"
"8242741000033116"	"Komboglyze 2.5mg/850mg tablets"	"Tablet"	"Oral"	"Metformin/Saxagliptin"	"850.000mg + 2.500mg"	"6010203"	"Metformin/Saxagliptin"
"8242841000033114"	"Komboglyze 2.5mg/1000mg tablets"	"Tablet"	"Oral"	"Metformin/Saxagliptin"	"1.000gram + 2.500mg"	"6010203"	"Metformin/Saxagliptin"
"8243941000033112"	"Insupen hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/32gauge"	"Suppository"	"Rectal"	"Insulin"	NA	NA	"Insulin"
"8244041000033114"	"Insupen hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/31gauge"	"Suppository"	"Rectal"	"Insulin"	NA	NA	"Insulin"
"8244241000033118"	"Insupen hypodermic insulin needles for pre-filled / reusable pen injectors screw on 6mm/31gauge"	"Suppository"	"Rectal"	"Insulin"	NA	NA	"Insulin"
"8244341000033111"	"Insupen hypodermic insulin needles for pre-filled / reusable pen injectors screw on 6mm/32gauge"	"Suppository"	"Rectal"	"Insulin"	NA	NA	"Insulin"
"8244441000033117"	"Insupen hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/31gauge"	"Suppository"	"Rectal"	"Insulin"	NA	NA	"Insulin"
"8244541000033116"	"Insupen hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/32gauge"	"Suppository"	"Rectal"	"Insulin"	NA	NA	"Insulin"
"8244641000033115"	"Insupen hypodermic insulin needles for pre-filled / reusable pen injectors screw on 12mm/29gauge"	"Suppository"	"Rectal"	"Insulin"	NA	NA	"Insulin"
"8263941000033117"	"Insulin degludec 100units/ml solution for injection 3ml pre-filled disposable devices"	"Solution for injection"	"Subcutaneous"	"Insulin"	"100.000unit/1.000ml + 100.000unit/1.000ml"	"6010102"	"Insulin"
"8264041000033115"	"Insulin degludec 200units/ml solution for injection 3ml pre-filled disposable devices"	"Solution for injection"	"Subcutaneous"	"Insulin"	"200.000unit/1.000ml + 200.000unit/1.000ml"	"6010102"	"Insulin"
"8264141000033116"	"Tresiba FlexTouch 100units/ml solution for injection 3ml pre-filled pens"	"Solution for injection"	"Subcutaneous"	"Insulin"	"100.000unit/1.000ml + 100.000unit/1.000ml"	"6010102"	"Insulin"
"8264241000033111"	"Tresiba FlexTouch 200units/ml solution for injection 3ml pre-filled pens"	"Solution for injection"	"Subcutaneous"	"Insulin"	"200.000unit/1.000ml + 200.000unit/1.000ml"	"6010102"	"Insulin"
"8264341000033118"	"Insulin degludec 100units/ml solution for injection 3ml cartridges"	"Solution for injection"	"Subcutaneous"	"Insulin"	"100.000unit/1.000ml + 100.000unit/1.000ml"	"6010102"	"Insulin"
"8264441000033112"	"Tresiba Penfill 100units/ml solution for injection 3ml cartridges"	"Solution for injection"	"Subcutaneous"	"Insulin"	"100.000unit/1.000ml + 100.000unit/1.000ml"	"6010102"	"Insulin"
"8267341000033110"	"Lixisenatide 10micrograms/0.2ml solution for injection 3ml pre-filled disposable devices"	"Solution for injection"	"Subcutaneous"	"Lixisenatide"	"50.000microgram/1.000ml"	"6010203"	"Lixisenatide"
"8267441000033116"	"Lixisenatide 20micrograms/0.2ml solution for injection 3ml pre-filled disposable devices"	"Solution for injection"	"Subcutaneous"	"Lixisenatide"	"100.000microgram/1.000ml"	"6010203"	"Lixisenatide"
"8267541000033115"	"Lyxumia 10micrograms/0.2ml solution for injection 3ml pre-filled pens"	"Solution for injection"	"Subcutaneous"	"Lixisenatide"	"50.000microgram/1.000ml"	"6010203"	"Lixisenatide"
"8267641000033119"	"Lyxumia 20micrograms/0.2ml solution for injection 3ml pre-filled pens"	"Solution for injection"	"Subcutaneous"	"Lixisenatide"	"100.000microgram/1.000ml"	"6010203"	"Lixisenatide"
"8268441000033115"	"Lixisenatide 10micrograms/0.2ml solution for injection 3ml pre-filled disposable devices and Lixisenatide 20micrograms/0.2ml solution for injection 3ml pre-filled disposable devices"	"Not applicable"	"Route of administration not applicable"	"Lixisenatide"	NA	"6010203"	"Lixisenatide"
"8268641000033118"	"Lyxumia 10micrograms/20micrograms treatment initiation pack"	"Not applicable"	NA	"Lixisenatide"	NA	"6010203"	"Lixisenatide"
"8280641000033118"	"Kendall Magellan hypodermic U100 insulin syringe sterile single use / single patient use 0.3ml with 8mm safety needle 0.33mm/29gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"
"8280841000033117"	"Kendall Magellan hypodermic U100 insulin syringe sterile single use / single patient use 0.3ml with 8mm safety needle 0.3mm/30gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"
"8281141000033116"	"Kendall Magellan hypodermic U100 insulin syringe sterile single use / single patient use 0.5ml with 8mm safety needle 0.33mm/29gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"
"8281241000033111"	"Kendall Magellan hypodermic U100 insulin syringe sterile single use / single patient use 0.5ml with 8mm safety needle 0.3mm/30gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"
"8281341000033118"	"Kendall Magellan hypodermic U100 insulin syringe sterile single use / single patient use 1ml with 8mm safety needle 0.33mm/29gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"
"8281441000033112"	"Kendall Magellan hypodermic U100 insulin syringe sterile single use / single patient use 1ml with 8mm safety needle 0.3mm/30gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"
"8281541000033113"	"Kendall Magellan hypodermic U100 insulin syringe sterile single use / single patient use 0.3ml with 12mm safety needle 0.33mm/29gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"
"8281641000033114"	"Kendall Magellan hypodermic U100 insulin syringe sterile single use / single patient use 0.3ml with 12mm safety needle 0.3mm/30gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"
"8281741000033117"	"Kendall Magellan hypodermic U100 insulin syringe sterile single use / single patient use 0.5ml with 12mm safety needle 0.33mm/29gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"
"8281841000033110"	"Kendall Magellan hypodermic U100 insulin syringe sterile single use / single patient use 0.5ml with 12mm safety needle 0.3mm/30gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"
"8281941000033119"	"Kendall Magellan hypodermic U100 insulin syringe sterile single use / single patient use 1ml with 12mm safety needle 0.33mm/29gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"
"8282041000033113"	"Kendall Magellan hypodermic U100 insulin syringe sterile single use / single patient use 1ml with 12mm safety needle 0.3mm/30gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"
"8298141000033113"	"Gliclazide 60mg modified-release tablets"	"Modified-release tablet"	"Oral"	"Gliclazide"	"60.000mg"	NA	"Gliclazide"
"8298241000033118"	"Laaglyda MR 60mg tablets"	"Modified-release tablet"	"Oral"	"Gliclazide"	"60.000mg"	NA	"Gliclazide"
"8318141000033117"	"HumaPen Savvio hypodermic insulin injection pen reusable for 3ml cartridge 1 unit dial up / range 1-60 units"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"
"8318241000033112"	"HumaPen Savvio hypodermic insulin injection pen reusable for 3ml cartridge 1 unit dial up / range 1-60 units"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"
"8318341000033119"	"HumaPen Savvio hypodermic insulin injection pen reusable for 3ml cartridge 1 unit dial up / range 1-60 units"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"
"8318441000033113"	"HumaPen Savvio hypodermic insulin injection pen reusable for 3ml cartridge 1 unit dial up / range 1-60 units"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"
"8318541000033114"	"HumaPen Savvio hypodermic insulin injection pen reusable for 3ml cartridge 1 unit dial up / range 1-60 units"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"
"8318641000033110"	"HumaPen Savvio hypodermic insulin injection pen reusable for 3ml cartridge 1 unit dial up / range 1-60 units"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"
"8348941000033113"	"Bolamyn SR 1000mg tablets"	"Modified-release tablet"	"Oral"	"Metformin"	"1.000gram"	NA	"Metformin"
"8494141000033119"	"BD Micro-Fine Ultra hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/32gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"
"8495341000033115"	"Hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/29gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"
"8495441000033114"	"Hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/31gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"
"8495541000033110"	"Hypodermic insulin needles for pre-filled / reusable pen injectors screw on 6mm/32gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"
"8495641000033111"	"Hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/32gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"
"8495741000033119"	"Hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/32gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"
"8495841000033112"	"Hypodermic insulin needles for pre-filled / reusable pen injectors screw on 10mm/30gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"
"8535941000033119"	"Hypodermic insulin needles for pre-filled / reusable pen injectors snap on 4.5mm/31gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"
"8538641000033119"	"Omnican Fine hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/31gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"
"8586041000033117"	"Unifine Pentips hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/32gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"
"8586341000033115"	"Hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/32.5gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"
"8586441000033114"	"Hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/32.5gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"
"8586541000033110"	"Nanopass hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/32.5gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"
"8586641000033111"	"Nanopass hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/32.5gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"
"8622241000033111"	"GlucoRx FinePoint hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/31gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"
"8622341000033118"	"GlucoRx FinePoint hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/31gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"
"8622541000033113"	"GlucoRx FinePoint hypodermic insulin needles for pre-filled / reusable pen injectors screw on 6mm/31gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"
"8622841000033110"	"GlucoRx FinePoint hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/31gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"
"8623241000033116"	"Hypodermic insulin needles for pre-filled / reusable pen injectors screw on 10mm/29gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"
"8623341000033114"	"GlucoRx FinePoint hypodermic insulin needles for pre-filled / reusable pen injectors screw on 10mm/29gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"
"8623441000033115"	"GlucoRx FinePoint hypodermic insulin needles for pre-filled / reusable pen injectors screw on 12mm/29gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"
"8839341000033116"	"Glidipion 30mg tablets"	"Tablet"	"Oral"	"Pioglitazone"	"30.000mg"	NA	"Pioglitazone"
"8880741000033117"	"Mylife Penfine Classic hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/32gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"
"8880841000033110"	"Mylife Penfine Classic hypodermic insulin needles for pre-filled / reusable pen injectors screw on 6mm/32gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"
"8881041000033112"	"Mylife Penfine Classic hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/31gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"
"8881241000033116"	"BD SafetyGlide hypodermic U100 insulin syringe sterile single use / single patient use 0.3ml with 8mm safety needle 0.25mm/31gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"
"8881341000033114"	"BD SafetyGlide hypodermic U100 insulin syringe sterile single use / single patient use 0.5ml with 8mm safety needle 0.3mm/30gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"
"8881441000033115"	"BD SafetyGlide hypodermic U100 insulin syringe sterile single use / single patient use 0.5ml with 12mm safety needle 0.33mm/29gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"
"8881541000033119"	"BD SafetyGlide hypodermic U100 insulin syringe sterile single use / single patient use 1ml with 12mm safety needle 0.33mm/29gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"
"8884241000033118"	"Hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/30gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"
"8954241000033119"	"Microdot Droplet hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/32gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"
"8959241000033118"	"Alogliptin 6.25mg tablets"	"Tablet"	"Oral"	"Alogliptin"	"6.250mg"	"6010203"	"Alogliptin"
"8959341000033111"	"Alogliptin 12.5mg tablets"	"Tablet"	"Oral"	"Alogliptin"	"12.500mg"	"6010203"	"Alogliptin"
"8959441000033117"	"Alogliptin 25mg tablets"	"Tablet"	"Oral"	"Alogliptin"	"25.000mg"	"6010203"	"Alogliptin"
"8959541000033116"	"Vipidia 6.25mg tablets"	"Tablet"	"Oral"	"Alogliptin"	"6.250mg"	"6010203"	"Alogliptin"
"8959641000033115"	"Vipidia 12.5mg tablets"	"Tablet"	"Oral"	"Alogliptin"	"12.500mg"	"6010203"	"Alogliptin"
"8959741000033112"	"Vipidia 25mg tablets"	"Tablet"	"Oral"	"Alogliptin"	"25.000mg"	"6010203"	"Alogliptin"
"8959841000033119"	"Alogliptin 12.5mg / Metformin 1g tablets"	"Tablet"	"Oral"	"Alogliptin/Metformin"	"12.500mg + 1.000gram"	"6010203"	"Alogliptin/Metformin"
"8959941000033110"	"Vipdomet 12.5mg/1000mg tablets"	"Tablet"	"Oral"	"Alogliptin/Metformin"	"12.500mg + 1.000gram"	"6010203"	"Alogliptin/Metformin"
"8963741000033119"	"Mylife Clickfine hypodermic insulin needles for pre-filled / reusable pen injectors snap on 4mm/32gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"
"8966741000033113"	"Hypodermic insulin needles for pre-filled / reusable pen injectors snap on 4mm/32gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"
"9106041000033110"	"Dapagliflozin 5mg / Metformin 1g tablets"	"Tablet"	"Oral"	"Dapagliflozin/Metformin"	"5.000mg + 1.000gram"	"6010203"	"Dapagliflozin/Metformin"
"9106141000033114"	"Dapagliflozin 5mg / Metformin 850mg tablets"	"Tablet"	"Oral"	"Dapagliflozin/Metformin"	"5.000mg + 850.000mg"	"6010203"	"Dapagliflozin/Metformin"
"9106241000033119"	"Xigduo 5mg/1000mg tablets"	"Tablet"	"Oral"	"Dapagliflozin/Metformin"	"5.000mg + 1.000gram"	"6010203"	"Dapagliflozin/Metformin"
"9106341000033112"	"Xigduo 5mg/850mg tablets"	"Tablet"	"Oral"	"Dapagliflozin/Metformin"	"5.000mg + 850.000mg"	"6010203"	"Dapagliflozin/Metformin"
"9110341000033112"	"Canagliflozin 100mg tablets"	"Tablet"	"Oral"	"Canagliflozin"	"100.000mg"	"6010203"	"Canagliflozin"
"9110441000033118"	"Canagliflozin 300mg tablets"	"Tablet"	"Oral"	"Canagliflozin"	"300.000mg"	"6010203"	"Canagliflozin"
"9110541000033117"	"Invokana 100mg tablets"	"Tablet"	"Oral"	"Canagliflozin"	"100.000mg"	"6010203"	"Canagliflozin"
"9110641000033116"	"Invokana 300mg tablets"	"Tablet"	"Oral"	"Canagliflozin"	"300.000mg"	"6010203"	"Canagliflozin"
"9161441000033114"	"Hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/33gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"
"9161541000033110"	"Insupen hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/33gauge"	"Suppository"	"Rectal"	"Insulin"	NA	NA	"Insulin"
"9230641000033113"	"Sukkarto SR 500mg tablets"	"Modified-release tablet"	"Oral"	"Metformin"	"500.000mg"	NA	"Metformin"
"9230841000033114"	"Sukkarto SR 1000mg tablets"	"Modified-release tablet"	"Oral"	"Metformin"	"1.000gram"	NA	"Metformin"
"9336641000033119"	"Empagliflozin 10mg tablets"	"Tablet"	"Oral"	"Empagliflozin"	"10.000mg"	"6010203"	"Empagliflozin"
"9336841000033118"	"Empagliflozin 25mg tablets"	"Tablet"	"Oral"	"Empagliflozin"	"25.000mg"	"6010203"	"Empagliflozin"
"9337141000033114"	"Jardiance 10mg tablets"	"Tablet"	"Oral"	"Empagliflozin"	"10.000mg"	"6010203"	"Empagliflozin"
"9337241000033119"	"Jardiance 25mg tablets"	"Tablet"	"Oral"	"Empagliflozin"	"25.000mg"	"6010203"	"Empagliflozin"
"9677041000033116"	"Insulin aspart 100units/ml solution for injection 1.6ml cartridges"	"Solution for injection"	"Intravenous/ Subcutaneous"	"Insulin"	"100.000unit/1.000ml + 100.000unit/1.000ml"	NA	"Insulin"
"9677141000033117"	"NovoRapid PumpCart 100units/ml solution for injection 1.6ml cartridges"	"Solution for injection"	"Subcutaneous"	"Insulin"	"100.000unit/1.000ml + 100.000unit/1.000ml"	NA	"Insulin"
"9707541000033114"	"TriCare hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/32gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"
"9707641000033110"	"TriCare hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/31gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"
"9707741000033118"	"TriCare hypodermic insulin needles for pre-filled / reusable pen injectors screw on 6mm/31gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"
"9707841000033111"	"TriCare hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/31gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"
"9851541000033114"	"Canagliflozin 50mg / Metformin 1g tablets"	"Tablet"	"Oral"	"Canagliflozin/Metformin"	"50.000mg + 1.000gram"	"6010203"	"Canagliflozin/Metformin"
"9851641000033110"	"Canagliflozin 50mg / Metformin 850mg tablets"	"Tablet"	"Oral"	"Canagliflozin/Metformin"	"50.000mg + 850.000mg"	"6010203"	"Canagliflozin/Metformin"
"9851741000033118"	"Vokanamet 50mg/850mg tablets"	"Tablet"	"Oral"	"Canagliflozin/Metformin"	"50.000mg + 850.000mg"	"6010203"	"Canagliflozin/Metformin"
"9851841000033111"	"Vokanamet 50mg/1000mg tablets"	"Tablet"	"Oral"	"Canagliflozin/Metformin"	"50.000mg + 1.000gram"	"6010203"	"Canagliflozin/Metformin"
"10019141000033111"	"Unifine Pentips Plus hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/32gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"
"10021741000033116"	"NeedleBay Fine Pen hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/32gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"
"10021841000033114"	"NeedleBay Fine Pen hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/31gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"
